Radionuclide	Sb-124
Route of Intake	Injection
Material	Injection, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
20	2.5E-1	4.3E-3	8.9E-4	6.0E-3	2.5E-3	9.9E-3	7.5E-3
21	2.4E-1	3.9E-3	7.9E-4	5.7E-3	2.3E-3	9.1E-3	7.1E-3
22	2.3E-1	3.5E-3	7.1E-4	5.4E-3	2.1E-3	8.3E-3	6.8E-3
23	2.3E-1	3.2E-3	6.3E-4	5.2E-3	1.9E-3	7.6E-3	6.6E-3
24	2.2E-1	3.0E-3	5.7E-4	5.0E-3	1.7E-3	7.1E-3	6.3E-3
25	2.1E-1	2.7E-3	5.2E-4	4.8E-3	1.6E-3	6.6E-3	6.1E-3
26	2.1E-1	2.5E-3	4.7E-4	4.7E-3	1.4E-3	6.2E-3	5.9E-3
27	2.0E-1	2.4E-3	4.3E-4	4.5E-3	1.3E-3	5.8E-3	5.8E-3
28	2.0E-1	2.2E-3	4.0E-4	4.4E-3	1.2E-3	5.5E-3	5.6E-3
29	1.9E-1	2.1E-3	3.7E-4	4.3E-3	1.1E-3	5.2E-3	5.5E-3
30	1.9E-1	2.0E-3	3.4E-4	4.1E-3	1.0E-3	5.0E-3	5.4E-3
31	1.9E-1	1.8E-3	3.2E-4	4.0E-3	9.1E-4	4.8E-3	5.3E-3
32	1.8E-1	1.8E-3	3.0E-4	3.9E-3	8.4E-4	4.6E-3	5.2E-3
33	1.8E-1	1.7E-3	2.8E-4	3.8E-3	7.8E-4	4.4E-3	5.1E-3
34	1.7E-1	1.6E-3	2.7E-4	3.7E-3	7.2E-4	4.3E-3	5.0E-3
35	1.7E-1	1.5E-3	2.5E-4	3.6E-3	6.6E-4	4.1E-3	4.9E-3
36	1.7E-1	1.5E-3	2.4E-4	3.5E-3	6.2E-4	4.0E-3	4.8E-3
37	1.6E-1	1.4E-3	2.3E-4	3.5E-3	5.8E-4	3.9E-3	4.7E-3
38	1.6E-1	1.4E-3	2.2E-4	3.4E-3	5.4E-4	3.8E-3	4.7E-3
39	1.6E-1	1.3E-3	2.1E-4	3.3E-3	5.0E-4	3.7E-3	4.6E-3
40	1.5E-1	1.3E-3	2.0E-4	3.2E-3	4.7E-4	3.6E-3	4.5E-3
41	1.5E-1	1.2E-3	2.0E-4	3.2E-3	4.5E-4	3.6E-3	4.5E-3
42	1.5E-1	1.2E-3	1.9E-4	3.1E-3	4.2E-4	3.5E-3	4.4E-3
43	1.4E-1	1.2E-3	1.8E-4	3.0E-3	4.0E-4	3.4E-3	4.4E-3
44	1.4E-1	1.1E-3	1.8E-4	2.9E-3	3.8E-4	3.3E-3	4.3E-3
45	1.4E-1	1.1E-3	1.7E-4	2.9E-3	3.6E-4	3.3E-3	4.2E-3
46	1.3E-1	1.1E-3	1.7E-4	2.8E-3	3.4E-4	3.2E-3	4.2E-3
47	1.3E-1	1.1E-3	1.6E-4	2.8E-3	3.3E-4	3.2E-3	4.1E-3
48	1.3E-1	1.0E-3	1.6E-4	2.7E-3	3.1E-4	3.1E-3	4.1E-3
49	1.3E-1	1.0E-3	1.5E-4	2.6E-3	3.0E-4	3.1E-3	4.0E-3
50	1.2E-1	9.8E-4	1.5E-4	2.6E-3	2.9E-4	3.0E-3	4.0E-3
51	1.2E-1	9.5E-4	1.5E-4	2.5E-3	2.8E-4	3.0E-3	3.9E-3
52	1.2E-1	9.3E-4	1.4E-4	2.5E-3	2.7E-4	2.9E-3	3.9E-3
53	1.2E-1	9.1E-4	1.4E-4	2.4E-3	2.6E-4	2.9E-3	3.9E-3
54	1.1E-1	8.9E-4	1.4E-4	2.4E-3	2.5E-4	2.8E-3	3.8E-3
55	1.1E-1	8.7E-4	1.3E-4	2.3E-3	2.4E-4	2.8E-3	3.8E-3
56	1.1E-1	8.5E-4	1.3E-4	2.3E-3	2.4E-4	2.7E-3	3.7E-3
57	1.1E-1	8.3E-4	1.3E-4	2.2E-3	2.3E-4	2.7E-3	3.7E-3
58	1.0E-1	8.1E-4	1.2E-4	2.2E-3	2.2E-4	2.7E-3	3.6E-3
59	1.0E-1	8.0E-4	1.2E-4	2.1E-3	2.2E-4	2.6E-3	3.6E-3
60	1.0E-1	7.8E-4	1.2E-4	2.1E-3	2.1E-4	2.6E-3	3.5E-3
61	9.9E-2	7.6E-4	1.2E-4	2.1E-3	2.0E-4	2.5E-3	3.5E-3
62	9.7E-2	7.5E-4	1.1E-4	2.0E-3	2.0E-4	2.5E-3	3.5E-3
63	9.5E-2	7.3E-4	1.1E-4	2.0E-3	1.9E-4	2.5E-3	3.4E-3
64	9.3E-2	7.1E-4	1.1E-4	1.9E-3	1.9E-4	2.4E-3	3.4E-3
65	9.1E-2	7.0E-4	1.1E-4	1.9E-3	1.8E-4	2.4E-3	3.3E-3
66	8.9E-2	6.8E-4	1.0E-4	1.8E-3	1.8E-4	2.4E-3	3.3E-3
67	8.7E-2	6.7E-4	1.0E-4	1.8E-3	1.8E-4	2.3E-3	3.3E-3
68	8.6E-2	6.6E-4	1.0E-4	1.8E-3	1.7E-4	2.3E-3	3.2E-3
69	8.4E-2	6.4E-4	9.8E-5	1.7E-3	1.7E-4	2.3E-3	3.2E-3
70	8.2E-2	6.3E-4	9.6E-5	1.7E-3	1.6E-4	2.2E-3	3.2E-3
71	8.0E-2	6.2E-4	9.4E-5	1.7E-3	1.6E-4	2.2E-3	3.1E-3
72	7.9E-2	6.0E-4	9.2E-5	1.6E-3	1.6E-4	2.2E-3	3.1E-3
73	7.7E-2	5.9E-4	9.0E-5	1.6E-3	1.5E-4	2.1E-3	3.0E-3
74	7.6E-2	5.8E-4	8.8E-5	1.6E-3	1.5E-4	2.1E-3	3.0E-3
75	7.4E-2	5.7E-4	8.6E-5	1.5E-3	1.5E-4	2.1E-3	3.0E-3
76	7.3E-2	5.5E-4	8.4E-5	1.5E-3	1.4E-4	2.1E-3	2.9E-3
77	7.1E-2	5.4E-4	8.3E-5	1.5E-3	1.4E-4	2.0E-3	2.9E-3
78	7.0E-2	5.3E-4	8.1E-5	1.4E-3	1.4E-4	2.0E-3	2.9E-3
79	6.8E-2	5.2E-4	7.9E-5	1.4E-3	1.3E-4	2.0E-3	2.8E-3
80	6.7E-2	5.1E-4	7.7E-5	1.4E-3	1.3E-4	1.9E-3	2.8E-3
81	6.6E-2	5.0E-4	7.6E-5	1.4E-3	1.3E-4	1.9E-3	2.8E-3
82	6.4E-2	4.9E-4	7.4E-5	1.3E-3	1.3E-4	1.9E-3	2.7E-3
83	6.3E-2	4.8E-4	7.3E-5	1.3E-3	1.2E-4	1.9E-3	2.7E-3
84	6.2E-2	4.7E-4	7.1E-5	1.3E-3	1.2E-4	1.8E-3	2.7E-3
85	6.1E-2	4.6E-4	7.0E-5	1.2E-3	1.2E-4	1.8E-3	2.6E-3
86	5.9E-2	4.5E-4	6.8E-5	1.2E-3	1.2E-4	1.8E-3	2.6E-3
87	5.8E-2	4.4E-4	6.7E-5	1.2E-3	1.1E-4	1.8E-3	2.6E-3
88	5.7E-2	4.3E-4	6.5E-5	1.2E-3	1.1E-4	1.7E-3	2.6E-3
89	5.6E-2	4.2E-4	6.4E-5	1.1E-3	1.1E-4	1.7E-3	2.5E-3
90	5.5E-2	4.1E-4	6.3E-5	1.1E-3	1.1E-4	1.7E-3	2.5E-3
91	5.4E-2	4.0E-4	6.1E-5	1.1E-3	1.0E-4	1.7E-3	2.5E-3
92	5.3E-2	4.0E-4	6.0E-5	1.1E-3	1.0E-4	1.6E-3	2.4E-3
93	5.2E-2	3.9E-4	5.9E-5	1.1E-3	9.9E-5	1.6E-3	2.4E-3
94	5.1E-2	3.8E-4	5.8E-5	1.0E-3	9.7E-5	1.6E-3	2.4E-3
95	5.0E-2	3.7E-4	5.7E-5	1.0E-3	9.5E-5	1.6E-3	2.4E-3
96	4.9E-2	3.6E-4	5.5E-5	9.9E-4	9.3E-5	1.6E-3	2.3E-3
97	4.8E-2	3.6E-4	5.4E-5	9.7E-4	9.1E-5	1.5E-3	2.3E-3
98	4.7E-2	3.5E-4	5.3E-5	9.5E-4	8.9E-5	1.5E-3	2.3E-3
99	4.6E-2	3.4E-4	5.2E-5	9.3E-4	8.8E-5	1.5E-3	2.2E-3
100	4.5E-2	3.3E-4	5.1E-5	9.1E-4	8.6E-5	1.5E-3	2.2E-3
110	3.7E-2	2.7E-4	4.1E-5	7.4E-4	7.0E-5	1.3E-3	2.0E-3
120	3.0E-2	2.2E-4	3.3E-5	6.0E-4	5.6E-5	1.1E-3	1.8E-3
130	2.5E-2	1.8E-4	2.7E-5	4.9E-4	4.6E-5	9.9E-4	1.6E-3
140	2.0E-2	1.4E-4	2.2E-5	4.0E-4	3.7E-5	8.7E-4	1.4E-3
150	1.7E-2	1.2E-4	1.8E-5	3.2E-4	3.0E-5	7.6E-4	1.2E-3
160	1.4E-2	9.5E-5	1.4E-5	2.6E-4	2.4E-5	6.7E-4	1.1E-3
170	1.1E-2	7.7E-5	1.2E-5	2.1E-4	2.0E-5	5.9E-4	9.6E-4
180	9.3E-3	6.3E-5	9.5E-6	1.7E-4	1.6E-5	5.2E-4	8.6E-4
190	7.6E-3	5.1E-5	7.7E-6	1.4E-4	1.3E-5	4.6E-4	7.6E-4
200	6.3E-3	4.1E-5	6.3E-6	1.2E-4	1.1E-5	4.0E-4	6.7E-4
210	5.2E-3	3.4E-5	5.1E-6	9.4E-5	8.6E-6	3.5E-4	6.0E-4
220	4.3E-3	2.7E-5	4.1E-6	7.7E-5	7.0E-6	3.1E-4	5.3E-4
230	3.6E-3	2.2E-5	3.4E-6	6.3E-5	5.7E-6	2.8E-4	4.7E-4
240	3.0E-3	1.8E-5	2.7E-6	5.1E-5	4.6E-6	2.4E-4	4.2E-4
250	2.5E-3	1.5E-5	2.2E-6	4.2E-5	3.7E-6	2.2E-4	3.7E-4
260	2.1E-3	1.2E-5	1.8E-6	3.4E-5	3.0E-6	1.9E-4	3.3E-4
270	1.7E-3	9.6E-6	1.5E-6	2.8E-5	2.5E-6	1.7E-4	2.9E-4
280	1.5E-3	7.8E-6	1.2E-6	2.3E-5	2.0E-6	1.5E-4	2.6E-4
290	1.2E-3	6.4E-6	9.7E-7	1.9E-5	1.6E-6	1.3E-4	2.3E-4
300	1.0E-3	5.2E-6	7.9E-7	1.5E-5	1.3E-6	1.2E-4	2.0E-4
310	8.6E-4	4.2E-6	6.4E-7	1.3E-5	1.1E-6	1.0E-4	1.8E-4
320	7.3E-4	3.4E-6	5.2E-7	1.0E-5	8.7E-7	9.2E-5	1.6E-4
330	6.1E-4	2.8E-6	4.2E-7	8.6E-6	7.1E-7	8.1E-5	1.4E-4
340	5.2E-4	2.3E-6	3.4E-7	7.1E-6	5.8E-7	7.2E-5	1.2E-4
350	4.4E-4	1.8E-6	2.8E-7	5.8E-6	4.7E-7	6.4E-5	1.1E-4
360	3.8E-4	1.5E-6	2.3E-7	4.8E-6	3.8E-7	5.7E-5	9.7E-5
365	3.5E-4	1.4E-6	2.1E-7	4.4E-6	3.5E-7	5.4E-5	9.1E-5
370	3.2E-4	1.2E-6	1.9E-7	4.0E-6	3.1E-7	5.0E-5	8.6E-5
380	2.7E-4	1.0E-6	1.5E-7	3.3E-6	2.6E-7	4.5E-5	7.6E-5
390	2.3E-4	8.2E-7	1.2E-7	2.7E-6	2.1E-7	4.0E-5	6.7E-5
400	2.0E-4	6.7E-7	1.0E-7	2.3E-6	1.7E-7	3.5E-5	6.0E-5
410	1.7E-4	5.5E-7	8.3E-8	1.9E-6	1.4E-7	3.1E-5	5.3E-5
420	1.5E-4	4.5E-7	6.8E-8	1.6E-6	1.1E-7	2.8E-5	4.7E-5
430	1.3E-4	3.7E-7	5.5E-8	1.3E-6	9.3E-8	2.5E-5	4.1E-5
440	1.1E-4	3.0E-7	4.5E-8	1.1E-6	7.6E-8	2.2E-5	3.7E-5
450	9.5E-5	2.5E-7	3.7E-8	9.3E-7	6.2E-8	1.9E-5	3.2E-5
460	8.2E-5	2.0E-7	3.1E-8	7.8E-7	5.1E-8	1.7E-5	2.9E-5
470	7.1E-5	1.7E-7	2.5E-8	6.5E-7	4.2E-8	1.5E-5	2.5E-5
480	6.2E-5	1.4E-7	2.1E-8	5.5E-7	3.5E-8	1.4E-5	2.2E-5
490	5.4E-5	1.1E-7	1.7E-8	4.7E-7	2.8E-8	1.2E-5	2.0E-5
500	4.7E-5	9.3E-8	1.4E-8	3.9E-7	2.3E-8	1.1E-5	1.8E-5
510	4.1E-5	7.6E-8	1.2E-8	3.3E-7	1.9E-8	9.6E-6	1.6E-5
520	3.6E-5	6.3E-8	9.6E-9	2.8E-7	1.6E-8	8.5E-6	1.4E-5
530	3.1E-5	5.2E-8	7.9E-9	2.4E-7	1.3E-8	7.5E-6	1.2E-5
540	2.7E-5	4.3E-8	6.6E-9	2.1E-7	1.1E-8	6.7E-6	1.1E-5
550	2.4E-5	3.6E-8	5.4E-9	1.8E-7	9.1E-9	6.0E-6	9.6E-6
560	2.1E-5	3.0E-8	4.5E-9	1.5E-7	7.5E-9	5.3E-6	8.5E-6
570	1.8E-5	2.5E-8	3.8E-9	1.3E-7	6.3E-9	4.7E-6	7.5E-6
580	1.6E-5	2.1E-8	3.1E-9	1.1E-7	5.2E-9	4.2E-6	6.6E-6
590	1.4E-5	1.7E-8	2.6E-9	9.6E-8	4.4E-9	3.7E-6	5.9E-6
600	1.2E-5	1.5E-8	2.2E-9	8.2E-8	3.6E-9	3.3E-6	5.2E-6
610	1.1E-5	1.2E-8	1.8E-9	7.1E-8	3.1E-9	2.9E-6	4.6E-6
620	9.6E-6	1.0E-8	1.5E-9	6.1E-8	2.6E-9	2.6E-6	4.1E-6
630	8.5E-6	8.6E-9	1.3E-9	5.3E-8	2.2E-9	2.3E-6	3.6E-6
640	7.5E-6	7.3E-9	1.1E-9	4.6E-8	1.8E-9	2.1E-6	3.2E-6
650	6.6E-6	6.2E-9	9.3E-10	4.0E-8	1.5E-9	1.8E-6	2.8E-6
660	5.8E-6	5.2E-9	7.8E-10	3.5E-8	1.3E-9	1.6E-6	2.5E-6
670	5.1E-6	4.4E-9	6.7E-10	3.0E-8	1.1E-9	1.4E-6	2.2E-6
680	4.5E-6	3.8E-9	5.7E-10	2.6E-8	9.3E-10	1.3E-6	2.0E-6
690	4.0E-6	3.2E-9	4.8E-10	2.3E-8	8.0E-10	1.1E-6	1.7E-6
700	3.5E-6	2.7E-9	4.1E-10	2.0E-8	6.8E-10	1.0E-6	1.5E-6
710	3.1E-6	2.3E-9	3.5E-10	1.8E-8	5.8E-10	9.0E-7	1.4E-6
720	2.8E-6	2.0E-9	3.0E-10	1.5E-8	5.0E-10	8.0E-7	1.2E-6
730	2.4E-6	1.7E-9	2.6E-10	1.4E-8	4.2E-10	7.1E-7	1.1E-6
740	2.2E-6	1.5E-9	2.2E-10	1.2E-8	3.7E-10	6.3E-7	9.4E-7
750	1.9E-6	1.3E-9	1.9E-10	1.0E-8	3.1E-10	5.6E-7	8.4E-7
760	1.7E-6	1.1E-9	1.6E-10	9.1E-9	2.7E-10	5.0E-7	7.4E-7
770	1.5E-6	9.5E-10	1.4E-10	8.0E-9	2.3E-10	4.5E-7	6.6E-7
780	1.3E-6	8.2E-10	1.2E-10	7.0E-9	2.0E-10	4.0E-7	5.8E-7
790	1.2E-6	7.1E-10	1.1E-10	6.2E-9	1.7E-10	3.5E-7	5.1E-7
800	1.0E-6	6.2E-10	-	5.4E-9	1.5E-10	3.1E-7	4.5E-7
810	9.1E-7	5.4E-10	-	4.8E-9	1.3E-10	2.8E-7	4.0E-7
820	8.1E-7	4.7E-10	-	4.2E-9	1.1E-10	2.5E-7	3.6E-7
830	7.2E-7	4.1E-10	-	3.7E-9	-	2.2E-7	3.2E-7
840	6.3E-7	3.6E-10	-	3.3E-9	-	2.0E-7	2.8E-7
850	5.6E-7	3.1E-10	-	2.9E-9	-	1.7E-7	2.5E-7
860	5.0E-7	2.7E-10	-	2.5E-9	-	1.5E-7	2.2E-7
870	4.4E-7	2.4E-10	-	2.2E-9	-	1.4E-7	1.9E-7
880	3.9E-7	2.1E-10	-	2.0E-9	-	1.2E-7	1.7E-7
890	3.5E-7	1.8E-10	-	1.8E-9	-	1.1E-7	1.5E-7
900	3.1E-7	1.6E-10	-	1.5E-9	-	9.7E-8	1.3E-7
910	2.7E-7	1.4E-10	-	1.4E-9	-	8.6E-8	1.2E-7
920	2.4E-7	1.2E-10	-	1.2E-9	-	7.6E-8	1.1E-7
930	2.1E-7	1.1E-10	-	1.1E-9	-	6.8E-8	9.3E-8
940	1.9E-7	-	-	9.4E-10	-	6.0E-8	8.2E-8
950	1.7E-7	-	-	8.3E-10	-	5.4E-8	7.3E-8
960	1.5E-7	-	-	7.4E-10	-	4.8E-8	6.5E-8
970	1.3E-7	-	-	6.5E-10	-	4.2E-8	5.7E-8
980	1.2E-7	-	-	5.7E-10	-	3.8E-8	5.1E-8
990	1.0E-7	-	-	5.1E-10	-	3.4E-8	4.5E-8
1000	9.1E-8	-	-	4.5E-10	-	3.0E-8	4.0E-8
1010	8.1E-8	-	-	4.0E-10	-	2.6E-8	3.5E-8
1020	7.2E-8	-	-	3.5E-10	-	2.4E-8	3.1E-8
1030	6.4E-8	-	-	3.1E-10	-	2.1E-8	2.7E-8
1040	5.6E-8	-	-	2.7E-10	-	1.9E-8	2.4E-8
1050	5.0E-8	-	-	2.4E-10	-	1.7E-8	2.2E-8
1060	4.4E-8	-	-	2.1E-10	-	1.5E-8	1.9E-8
1070	3.9E-8	-	-	1.9E-10	-	1.3E-8	1.7E-8
1080	3.5E-8	-	-	1.7E-10	-	1.2E-8	1.5E-8
1090	3.1E-8	-	-	1.5E-10	-	1.0E-8	1.3E-8
1095	2.9E-8	-	-	1.4E-10	-	9.8E-9	1.2E-8
1100	2.7E-8	-	-	1.3E-10	-	9.2E-9	1.2E-8
1200	8.2E-9	-	-	-	-	2.8E-9	3.5E-9
1300	2.5E-9	-	-	-	-	8.8E-10	1.0E-9
1400	7.4E-10	-	-	-	-	2.7E-10	3.0E-10
1500	2.2E-10	-	-	-	-	-	-
