Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Intermediate Type M/S: Uranium octoxide, uranium dioxide, fA=6E-4
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
15	2.7E-2	5.2E-5	3.4E-4	1.8E-4	2.6E-2	2.7E-4	2.1E-5
16	2.8E-2	5.1E-5	3.1E-4	1.8E-4	2.7E-2	2.9E-4	2.2E-5
17	2.9E-2	4.9E-5	2.8E-4	1.7E-4	2.8E-2	3.0E-4	2.3E-5
18	3.0E-2	4.8E-5	2.5E-4	1.6E-4	2.9E-2	3.2E-4	2.4E-5
19	3.1E-2	4.7E-5	2.3E-4	1.6E-4	3.0E-2	3.3E-4	2.5E-5
20	3.2E-2	4.6E-5	2.2E-4	1.5E-4	3.2E-2	3.5E-4	2.6E-5
21	3.4E-2	4.5E-5	2.0E-4	1.5E-4	3.3E-2	3.6E-4	2.6E-5
22	3.5E-2	4.4E-5	1.9E-4	1.5E-4	3.4E-2	3.8E-4	2.7E-5
23	3.6E-2	4.3E-5	1.8E-4	1.5E-4	3.5E-2	3.9E-4	2.8E-5
24	3.7E-2	4.3E-5	1.7E-4	1.4E-4	3.6E-2	4.0E-4	2.9E-5
25	3.7E-2	4.2E-5	1.7E-4	1.4E-4	3.6E-2	4.2E-4	3.0E-5
26	3.8E-2	4.1E-5	1.6E-4	1.4E-4	3.7E-2	4.3E-4	3.0E-5
27	3.9E-2	4.1E-5	1.6E-4	1.4E-4	3.8E-2	4.5E-4	3.1E-5
28	4.0E-2	4.0E-5	1.5E-4	1.4E-4	3.9E-2	4.6E-4	3.2E-5
29	4.1E-2	4.0E-5	1.5E-4	1.5E-4	4.0E-2	4.7E-4	3.2E-5
30	4.2E-2	3.9E-5	1.5E-4	1.5E-4	4.1E-2	4.9E-4	3.3E-5
31	4.2E-2	3.9E-5	1.5E-4	1.5E-4	4.1E-2	5.0E-4	3.4E-5
32	4.3E-2	3.8E-5	1.4E-4	1.5E-4	4.2E-2	5.1E-4	3.5E-5
33	4.4E-2	3.8E-5	1.4E-4	1.5E-4	4.3E-2	5.3E-4	3.5E-5
34	4.5E-2	3.8E-5	1.4E-4	1.5E-4	4.3E-2	5.4E-4	3.6E-5
35	4.5E-2	3.7E-5	1.4E-4	1.5E-4	4.4E-2	5.5E-4	3.7E-5
36	4.6E-2	3.7E-5	1.4E-4	1.5E-4	4.5E-2	5.7E-4	3.7E-5
37	4.6E-2	3.7E-5	1.4E-4	1.6E-4	4.5E-2	5.8E-4	3.8E-5
38	4.7E-2	3.6E-5	1.4E-4	1.6E-4	4.6E-2	5.9E-4	3.8E-5
39	4.8E-2	3.6E-5	1.4E-4	1.6E-4	4.6E-2	6.0E-4	3.9E-5
40	4.8E-2	3.6E-5	1.3E-4	1.6E-4	4.7E-2	6.2E-4	4.0E-5
41	4.9E-2	3.6E-5	1.3E-4	1.6E-4	4.7E-2	6.3E-4	4.0E-5
42	4.9E-2	3.6E-5	1.3E-4	1.6E-4	4.8E-2	6.4E-4	4.1E-5
43	5.0E-2	3.5E-5	1.3E-4	1.6E-4	4.8E-2	6.5E-4	4.1E-5
44	5.0E-2	3.5E-5	1.3E-4	1.7E-4	4.9E-2	6.6E-4	4.2E-5
45	5.1E-2	3.5E-5	1.3E-4	1.7E-4	4.9E-2	6.7E-4	4.3E-5
46	5.1E-2	3.5E-5	1.3E-4	1.7E-4	5.0E-2	6.8E-4	4.3E-5
47	5.1E-2	3.5E-5	1.3E-4	1.7E-4	5.0E-2	7.0E-4	4.4E-5
48	5.2E-2	3.4E-5	1.3E-4	1.7E-4	5.0E-2	7.1E-4	4.4E-5
49	5.2E-2	3.4E-5	1.3E-4	1.7E-4	5.1E-2	7.2E-4	4.5E-5
50	5.2E-2	3.4E-5	1.3E-4	1.7E-4	5.1E-2	7.3E-4	4.5E-5
51	5.3E-2	3.4E-5	1.3E-4	1.7E-4	5.1E-2	7.4E-4	4.6E-5
52	5.3E-2	3.4E-5	1.3E-4	1.7E-4	5.2E-2	7.5E-4	4.6E-5
53	5.3E-2	3.4E-5	1.3E-4	1.7E-4	5.2E-2	7.6E-4	4.7E-5
54	5.4E-2	3.4E-5	1.3E-4	1.7E-4	5.2E-2	7.7E-4	4.7E-5
55	5.4E-2	3.3E-5	1.3E-4	1.8E-4	5.3E-2	7.8E-4	4.8E-5
56	5.4E-2	3.3E-5	1.3E-4	1.8E-4	5.3E-2	7.9E-4	4.8E-5
57	5.5E-2	3.3E-5	1.3E-4	1.8E-4	5.3E-2	8.0E-4	4.9E-5
58	5.5E-2	3.3E-5	1.3E-4	1.8E-4	5.3E-2	8.0E-4	4.9E-5
59	5.5E-2	3.3E-5	1.2E-4	1.8E-4	5.3E-2	8.1E-4	4.9E-5
60	5.5E-2	3.3E-5	1.2E-4	1.8E-4	5.4E-2	8.2E-4	5.0E-5
61	5.6E-2	3.3E-5	1.2E-4	1.8E-4	5.4E-2	8.3E-4	5.0E-5
62	5.6E-2	3.3E-5	1.2E-4	1.8E-4	5.4E-2	8.4E-4	5.1E-5
63	5.6E-2	3.3E-5	1.2E-4	1.8E-4	5.4E-2	8.5E-4	5.1E-5
64	5.6E-2	3.2E-5	1.2E-4	1.8E-4	5.4E-2	8.6E-4	5.2E-5
65	5.6E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	8.6E-4	5.2E-5
66	5.6E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	8.7E-4	5.2E-5
67	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	8.8E-4	5.3E-5
68	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	8.9E-4	5.3E-5
69	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	8.9E-4	5.3E-5
70	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	9.0E-4	5.4E-5
71	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	9.1E-4	5.4E-5
72	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.5E-2	9.2E-4	5.4E-5
73	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.6E-2	9.2E-4	5.5E-5
74	5.7E-2	3.2E-5	1.2E-4	1.8E-4	5.6E-2	9.3E-4	5.5E-5
75	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.4E-4	5.5E-5
76	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.4E-4	5.6E-5
77	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.5E-4	5.6E-5
78	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.5E-4	5.6E-5
79	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.6E-4	5.7E-5
80	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.7E-4	5.7E-5
81	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.7E-4	5.7E-5
82	5.8E-2	3.1E-5	1.2E-4	1.8E-4	5.6E-2	9.8E-4	5.7E-5
83	5.8E-2	3.1E-5	1.1E-4	1.8E-4	5.6E-2	9.8E-4	5.8E-5
84	5.8E-2	3.1E-5	1.1E-4	1.8E-4	5.6E-2	9.9E-4	5.8E-5
85	5.8E-2	3.1E-5	1.1E-4	1.8E-4	5.6E-2	9.9E-4	5.8E-5
86	5.8E-2	3.1E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	5.8E-5
87	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	5.9E-5
88	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	5.9E-5
89	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	5.9E-5
90	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	5.9E-5
91	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.0E-5
92	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.0E-5
93	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.0E-5
94	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.0E-5
95	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.0E-5
96	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.0E-5
97	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.1E-5
98	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.0E-3	6.1E-5
99	5.8E-2	3.0E-5	1.1E-4	1.8E-4	5.6E-2	1.1E-3	6.1E-5
100	5.8E-2	2.9E-5	1.1E-4	1.8E-4	5.6E-2	1.1E-3	6.1E-5
110	5.8E-2	2.9E-5	1.0E-4	1.8E-4	5.6E-2	1.1E-3	6.3E-5
120	5.7E-2	2.8E-5	1.0E-4	1.7E-4	5.5E-2	1.1E-3	6.3E-5
130	5.6E-2	2.7E-5	9.7E-5	1.7E-4	5.4E-2	1.1E-3	6.4E-5
140	5.5E-2	2.7E-5	9.4E-5	1.6E-4	5.3E-2	1.1E-3	6.4E-5
150	5.4E-2	2.6E-5	9.1E-5	1.6E-4	5.2E-2	1.1E-3	6.4E-5
160	5.3E-2	2.6E-5	8.8E-5	1.5E-4	5.1E-2	1.1E-3	6.4E-5
170	5.3E-2	2.5E-5	8.5E-5	1.5E-4	5.1E-2	1.2E-3	6.4E-5
180	5.2E-2	2.5E-5	8.2E-5	1.4E-4	5.0E-2	1.2E-3	6.4E-5
190	5.1E-2	2.4E-5	7.9E-5	1.4E-4	4.9E-2	1.1E-3	6.3E-5
200	5.0E-2	2.4E-5	7.6E-5	1.3E-4	4.8E-2	1.1E-3	6.3E-5
210	4.9E-2	2.3E-5	7.4E-5	1.3E-4	4.7E-2	1.1E-3	6.2E-5
220	4.8E-2	2.3E-5	7.1E-5	1.3E-4	4.6E-2	1.1E-3	6.2E-5
230	4.7E-2	2.2E-5	6.9E-5	1.2E-4	4.5E-2	1.1E-3	6.1E-5
240	4.6E-2	2.2E-5	6.6E-5	1.2E-4	4.4E-2	1.1E-3	6.1E-5
250	4.5E-2	2.1E-5	6.4E-5	1.1E-4	4.3E-2	1.1E-3	6.0E-5
260	4.4E-2	2.1E-5	6.2E-5	1.1E-4	4.2E-2	1.1E-3	6.0E-5
270	4.3E-2	2.1E-5	6.0E-5	1.1E-4	4.2E-2	1.1E-3	5.9E-5
280	4.3E-2	2.0E-5	5.8E-5	1.0E-4	4.1E-2	1.1E-3	5.9E-5
290	4.2E-2	2.0E-5	5.6E-5	9.9E-5	4.0E-2	1.1E-3	5.8E-5
300	4.1E-2	1.9E-5	5.4E-5	9.5E-5	3.9E-2	1.1E-3	5.8E-5
310	4.0E-2	1.9E-5	5.2E-5	9.2E-5	3.9E-2	1.1E-3	5.7E-5
320	4.0E-2	1.9E-5	5.0E-5	8.9E-5	3.8E-2	1.1E-3	5.7E-5
330	3.9E-2	1.8E-5	4.8E-5	8.6E-5	3.7E-2	1.1E-3	5.6E-5
340	3.8E-2	1.8E-5	4.7E-5	8.3E-5	3.6E-2	1.1E-3	5.6E-5
350	3.8E-2	1.8E-5	4.5E-5	8.0E-5	3.6E-2	1.1E-3	5.5E-5
360	3.7E-2	1.7E-5	4.4E-5	7.8E-5	3.5E-2	1.1E-3	5.5E-5
365	3.7E-2	1.7E-5	4.3E-5	7.6E-5	3.5E-2	1.1E-3	5.5E-5
370	3.6E-2	1.7E-5	4.2E-5	7.5E-5	3.5E-2	1.1E-3	5.5E-5
380	3.6E-2	1.7E-5	4.1E-5	7.2E-5	3.4E-2	1.1E-3	5.4E-5
390	3.5E-2	1.7E-5	3.9E-5	7.0E-5	3.4E-2	1.1E-3	5.4E-5
400	3.5E-2	1.6E-5	3.8E-5	6.8E-5	3.3E-2	1.1E-3	5.3E-5
410	3.4E-2	1.6E-5	3.7E-5	6.5E-5	3.2E-2	1.0E-3	5.3E-5
420	3.4E-2	1.6E-5	3.5E-5	6.3E-5	3.2E-2	1.0E-3	5.3E-5
430	3.3E-2	1.6E-5	3.4E-5	6.1E-5	3.1E-2	1.0E-3	5.2E-5
440	3.3E-2	1.5E-5	3.3E-5	5.9E-5	3.1E-2	1.0E-3	5.2E-5
450	3.2E-2	1.5E-5	3.2E-5	5.7E-5	3.0E-2	1.0E-3	5.2E-5
460	3.2E-2	1.5E-5	3.1E-5	5.5E-5	3.0E-2	1.0E-3	5.2E-5
470	3.1E-2	1.5E-5	3.0E-5	5.3E-5	3.0E-2	1.0E-3	5.1E-5
480	3.1E-2	1.4E-5	2.9E-5	5.2E-5	2.9E-2	1.0E-3	5.1E-5
490	3.0E-2	1.4E-5	2.8E-5	5.0E-5	2.9E-2	1.0E-3	5.1E-5
500	3.0E-2	1.4E-5	2.7E-5	4.8E-5	2.8E-2	1.0E-3	5.0E-5
510	2.9E-2	1.4E-5	2.6E-5	4.7E-5	2.8E-2	1.0E-3	5.0E-5
520	2.9E-2	1.4E-5	2.5E-5	4.5E-5	2.7E-2	1.0E-3	5.0E-5
530	2.9E-2	1.3E-5	2.4E-5	4.4E-5	2.7E-2	1.0E-3	5.0E-5
540	2.8E-2	1.3E-5	2.3E-5	4.2E-5	2.7E-2	1.0E-3	5.0E-5
550	2.8E-2	1.3E-5	2.2E-5	4.1E-5	2.6E-2	1.0E-3	4.9E-5
560	2.8E-2	1.3E-5	2.2E-5	3.9E-5	2.6E-2	1.0E-3	4.9E-5
570	2.7E-2	1.3E-5	2.1E-5	3.8E-5	2.6E-2	1.0E-3	4.9E-5
580	2.7E-2	1.3E-5	2.0E-5	3.7E-5	2.5E-2	1.0E-3	4.9E-5
590	2.7E-2	1.2E-5	1.9E-5	3.6E-5	2.5E-2	1.0E-3	4.9E-5
600	2.6E-2	1.2E-5	1.9E-5	3.5E-5	2.5E-2	1.0E-3	4.8E-5
610	2.6E-2	1.2E-5	1.8E-5	3.3E-5	2.4E-2	1.0E-3	4.8E-5
620	2.6E-2	1.2E-5	1.8E-5	3.2E-5	2.4E-2	1.0E-3	4.8E-5
630	2.5E-2	1.2E-5	1.7E-5	3.1E-5	2.4E-2	1.0E-3	4.8E-5
640	2.5E-2	1.2E-5	1.6E-5	3.0E-5	2.4E-2	9.9E-4	4.8E-5
650	2.5E-2	1.2E-5	1.6E-5	2.9E-5	2.3E-2	9.9E-4	4.8E-5
660	2.5E-2	1.1E-5	1.5E-5	2.8E-5	2.3E-2	9.9E-4	4.7E-5
670	2.4E-2	1.1E-5	1.5E-5	2.7E-5	2.3E-2	9.9E-4	4.7E-5
680	2.4E-2	1.1E-5	1.4E-5	2.7E-5	2.2E-2	9.9E-4	4.7E-5
690	2.4E-2	1.1E-5	1.4E-5	2.6E-5	2.2E-2	9.9E-4	4.7E-5
700	2.3E-2	1.1E-5	1.3E-5	2.5E-5	2.2E-2	9.9E-4	4.7E-5
710	2.3E-2	1.1E-5	1.3E-5	2.4E-5	2.2E-2	9.9E-4	4.7E-5
720	2.3E-2	1.1E-5	1.2E-5	2.3E-5	2.2E-2	9.8E-4	4.7E-5
730	2.3E-2	1.1E-5	1.2E-5	2.3E-5	2.1E-2	9.8E-4	4.7E-5
740	2.3E-2	1.0E-5	1.2E-5	2.2E-5	2.1E-2	9.8E-4	4.6E-5
750	2.2E-2	1.0E-5	1.1E-5	2.1E-5	2.1E-2	9.8E-4	4.6E-5
760	2.2E-2	1.0E-5	1.1E-5	2.0E-5	2.1E-2	9.8E-4	4.6E-5
770	2.2E-2	1.0E-5	1.0E-5	2.0E-5	2.0E-2	9.8E-4	4.6E-5
780	2.2E-2	1.0E-5	1.0E-5	1.9E-5	2.0E-2	9.8E-4	4.6E-5
790	2.1E-2	9.9E-6	9.7E-6	1.9E-5	2.0E-2	9.8E-4	4.6E-5
800	2.1E-2	9.9E-6	9.4E-6	1.8E-5	2.0E-2	9.8E-4	4.6E-5
810	2.1E-2	9.8E-6	9.1E-6	1.7E-5	2.0E-2	9.8E-4	4.6E-5
820	2.1E-2	9.7E-6	8.7E-6	1.7E-5	1.9E-2	9.8E-4	4.6E-5
830	2.1E-2	9.6E-6	8.4E-6	1.6E-5	1.9E-2	9.8E-4	4.6E-5
840	2.1E-2	9.5E-6	8.2E-6	1.6E-5	1.9E-2	9.7E-4	4.5E-5
850	2.0E-2	9.4E-6	7.9E-6	1.5E-5	1.9E-2	9.7E-4	4.5E-5
860	2.0E-2	9.3E-6	7.6E-6	1.5E-5	1.9E-2	9.7E-4	4.5E-5
870	2.0E-2	9.2E-6	7.3E-6	1.4E-5	1.9E-2	9.7E-4	4.5E-5
880	2.0E-2	9.2E-6	7.1E-6	1.4E-5	1.8E-2	9.7E-4	4.5E-5
890	2.0E-2	9.1E-6	6.9E-6	1.4E-5	1.8E-2	9.7E-4	4.5E-5
900	2.0E-2	9.0E-6	6.6E-6	1.3E-5	1.8E-2	9.7E-4	4.5E-5
910	1.9E-2	8.9E-6	6.4E-6	1.3E-5	1.8E-2	9.7E-4	4.5E-5
920	1.9E-2	8.9E-6	6.2E-6	1.2E-5	1.8E-2	9.7E-4	4.5E-5
930	1.9E-2	8.8E-6	6.0E-6	1.2E-5	1.8E-2	9.7E-4	4.5E-5
940	1.9E-2	8.7E-6	5.8E-6	1.2E-5	1.8E-2	9.7E-4	4.5E-5
950	1.9E-2	8.6E-6	5.6E-6	1.1E-5	1.7E-2	9.7E-4	4.5E-5
960	1.9E-2	8.6E-6	5.4E-6	1.1E-5	1.7E-2	9.7E-4	4.5E-5
970	1.8E-2	8.5E-6	5.2E-6	1.1E-5	1.7E-2	9.7E-4	4.5E-5
980	1.8E-2	8.4E-6	5.0E-6	1.0E-5	1.7E-2	9.7E-4	4.5E-5
990	1.8E-2	8.4E-6	4.8E-6	1.0E-5	1.7E-2	9.7E-4	4.5E-5
1000	1.8E-2	8.3E-6	4.7E-6	9.8E-6	1.7E-2	9.7E-4	4.5E-5
1010	1.8E-2	8.3E-6	4.5E-6	9.5E-6	1.7E-2	9.7E-4	4.4E-5
1020	1.8E-2	8.2E-6	4.4E-6	9.2E-6	1.6E-2	9.7E-4	4.4E-5
1030	1.8E-2	8.1E-6	4.2E-6	9.0E-6	1.6E-2	9.7E-4	4.4E-5
1040	1.8E-2	8.1E-6	4.1E-6	8.7E-6	1.6E-2	9.7E-4	4.4E-5
1050	1.7E-2	8.0E-6	3.9E-6	8.5E-6	1.6E-2	9.7E-4	4.4E-5
1060	1.7E-2	8.0E-6	3.8E-6	8.2E-6	1.6E-2	9.6E-4	4.4E-5
1070	1.7E-2	7.9E-6	3.7E-6	8.0E-6	1.6E-2	9.6E-4	4.4E-5
1080	1.7E-2	7.8E-6	3.5E-6	7.8E-6	1.6E-2	9.6E-4	4.4E-5
1090	1.7E-2	7.8E-6	3.4E-6	7.6E-6	1.6E-2	9.6E-4	4.4E-5
1095	1.7E-2	7.8E-6	3.4E-6	7.4E-6	1.6E-2	9.6E-4	4.4E-5
1100	1.7E-2	7.7E-6	3.3E-6	7.3E-6	1.6E-2	9.6E-4	4.4E-5
1200	1.6E-2	7.2E-6	2.3E-6	5.6E-6	1.4E-2	9.6E-4	4.4E-5
1300	1.5E-2	6.8E-6	1.7E-6	4.4E-6	1.4E-2	9.6E-4	4.3E-5
1400	1.4E-2	6.4E-6	1.2E-6	3.5E-6	1.3E-2	9.5E-4	4.3E-5
1500	1.3E-2	6.1E-6	8.4E-7	2.9E-6	1.2E-2	9.5E-4	4.3E-5
1600	1.3E-2	5.7E-6	6.0E-7	2.5E-6	1.1E-2	9.5E-4	4.3E-5
1700	1.2E-2	5.4E-6	4.3E-7	2.1E-6	1.1E-2	9.4E-4	4.2E-5
1800	1.2E-2	5.2E-6	3.2E-7	1.9E-6	1.0E-2	9.4E-4	4.2E-5
1900	1.1E-2	4.9E-6	2.3E-7	1.7E-6	9.7E-3	9.3E-4	4.2E-5
2000	1.0E-2	4.7E-6	1.7E-7	1.6E-6	9.2E-3	9.3E-4	4.2E-5
2100	1.0E-2	4.5E-6	1.3E-7	1.5E-6	8.8E-3	9.2E-4	4.1E-5
2200	9.5E-3	4.2E-6	9.7E-8	1.4E-6	8.3E-3	9.2E-4	4.1E-5
2300	9.1E-3	4.0E-6	7.6E-8	1.3E-6	7.9E-3	9.1E-4	4.1E-5
2400	8.7E-3	3.8E-6	6.0E-8	1.3E-6	7.5E-3	9.0E-4	4.1E-5
2500	8.3E-3	3.7E-6	4.9E-8	1.2E-6	7.2E-3	9.0E-4	4.0E-5
2600	7.9E-3	3.5E-6	4.0E-8	1.2E-6	6.8E-3	8.9E-4	4.0E-5
2700	7.6E-3	3.3E-6	3.4E-8	1.2E-6	6.5E-3	8.8E-4	4.0E-5
2800	7.3E-3	3.2E-6	3.0E-8	1.2E-6	6.2E-3	8.7E-4	3.9E-5
2900	6.9E-3	3.0E-6	2.6E-8	1.1E-6	5.9E-3	8.6E-4	3.9E-5
3000	6.6E-3	2.9E-6	2.3E-8	1.1E-6	5.6E-3	8.6E-4	3.8E-5
3100	6.3E-3	2.7E-6	2.1E-8	1.1E-6	5.3E-3	8.5E-4	3.8E-5
3200	6.1E-3	2.6E-6	1.9E-8	1.1E-6	5.0E-3	8.4E-4	3.8E-5
3300	5.8E-3	2.5E-6	1.8E-8	1.0E-6	4.8E-3	8.3E-4	3.7E-5
3400	5.6E-3	2.4E-6	1.7E-8	1.0E-6	4.6E-3	8.2E-4	3.7E-5
3500	5.3E-3	2.3E-6	1.6E-8	1.0E-6	4.3E-3	8.1E-4	3.7E-5
3600	5.1E-3	2.2E-6	1.5E-8	1.0E-6	4.1E-3	8.1E-4	3.6E-5
3650	5.0E-3	2.1E-6	1.4E-8	9.9E-7	4.0E-3	8.0E-4	3.6E-5
4000	4.3E-3	1.8E-6	1.2E-8	9.4E-7	3.4E-3	7.7E-4	3.5E-5
5000	2.9E-3	1.1E-6	7.4E-9	8.4E-7	2.1E-3	6.9E-4	3.1E-5
6000	2.0E-3	6.9E-7	4.6E-9	7.7E-7	1.2E-3	6.2E-4	2.7E-5
7000	1.4E-3	4.4E-7	2.9E-9	7.3E-7	7.6E-4	5.6E-4	2.4E-5
8000	1.0E-3	2.8E-7	1.9E-9	7.0E-7	4.6E-4	5.0E-4	2.1E-5
9000	7.9E-4	1.8E-7	1.2E-9	6.7E-7	2.8E-4	4.6E-4	1.8E-5
10000	6.4E-4	1.2E-7	8.1E-10	6.5E-7	1.7E-4	4.2E-4	1.6E-5
11000	5.4E-4	8.4E-8	5.6E-10	6.4E-7	1.0E-4	3.9E-4	1.4E-5
12000	4.6E-4	6.0E-8	4.0E-10	6.2E-7	6.2E-5	3.6E-4	1.3E-5
13000	4.1E-4	4.5E-8	3.0E-10	6.1E-7	3.8E-5	3.3E-4	1.1E-5
14000	3.7E-4	3.5E-8	2.3E-10	6.0E-7	2.3E-5	3.1E-4	1.0E-5
