Radionuclide	U-238
Route of Intake	Inhalation
Material	Aerosols Uranium aluminide, fA=2E-3
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Lungs* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
39	6.7E-2	5.2E-5	1.9E-4	2.3E-4	6.6E-2	4.6E-4	3.3E-5
40	6.8E-2	5.3E-5	1.9E-4	2.3E-4	6.7E-2	4.8E-4	3.5E-5
41	6.9E-2	5.4E-5	1.9E-4	2.3E-4	6.8E-2	5.0E-4	3.6E-5
42	7.0E-2	5.5E-5	1.9E-4	2.3E-4	6.8E-2	5.2E-4	3.8E-5
43	7.0E-2	5.6E-5	1.9E-4	2.3E-4	6.9E-2	5.5E-4	4.0E-5
44	7.1E-2	5.7E-5	1.9E-4	2.4E-4	7.0E-2	5.7E-4	4.1E-5
45	7.2E-2	5.7E-5	1.9E-4	2.4E-4	7.0E-2	5.9E-4	4.3E-5
46	7.2E-2	5.8E-5	1.9E-4	2.4E-4	7.1E-2	6.2E-4	4.4E-5
47	7.3E-2	5.9E-5	1.9E-4	2.4E-4	7.1E-2	6.4E-4	4.6E-5
48	7.3E-2	6.0E-5	1.9E-4	2.4E-4	7.2E-2	6.7E-4	4.8E-5
49	7.4E-2	6.1E-5	1.8E-4	2.4E-4	7.2E-2	6.9E-4	5.0E-5
50	7.4E-2	6.2E-5	1.8E-4	2.5E-4	7.3E-2	7.2E-4	5.1E-5
51	7.5E-2	6.2E-5	1.8E-4	2.5E-4	7.3E-2	7.4E-4	5.3E-5
52	7.5E-2	6.3E-5	1.8E-4	2.5E-4	7.4E-2	7.7E-4	5.5E-5
53	7.6E-2	6.4E-5	1.8E-4	2.5E-4	7.4E-2	7.9E-4	5.7E-5
54	7.6E-2	6.5E-5	1.8E-4	2.5E-4	7.5E-2	8.2E-4	5.8E-5
55	7.7E-2	6.6E-5	1.8E-4	2.5E-4	7.5E-2	8.5E-4	6.0E-5
56	7.7E-2	6.6E-5	1.8E-4	2.5E-4	7.5E-2	8.7E-4	6.2E-5
57	7.7E-2	6.7E-5	1.8E-4	2.5E-4	7.6E-2	9.0E-4	6.4E-5
58	7.8E-2	6.8E-5	1.8E-4	2.5E-4	7.6E-2	9.3E-4	6.6E-5
59	7.8E-2	6.9E-5	1.8E-4	2.6E-4	7.6E-2	9.5E-4	6.8E-5
60	7.8E-2	6.9E-5	1.8E-4	2.6E-4	7.6E-2	9.8E-4	6.9E-5
61	7.9E-2	7.0E-5	1.8E-4	2.6E-4	7.7E-2	1.0E-3	7.1E-5
62	7.9E-2	7.1E-5	1.8E-4	2.6E-4	7.7E-2	1.0E-3	7.3E-5
63	7.9E-2	7.1E-5	1.8E-4	2.6E-4	7.7E-2	1.1E-3	7.5E-5
64	7.9E-2	7.2E-5	1.7E-4	2.6E-4	7.7E-2	1.1E-3	7.7E-5
65	8.0E-2	7.3E-5	1.7E-4	2.6E-4	7.8E-2	1.1E-3	7.9E-5
66	8.0E-2	7.3E-5	1.7E-4	2.6E-4	7.8E-2	1.1E-3	8.1E-5
67	8.0E-2	7.4E-5	1.7E-4	2.6E-4	7.8E-2	1.2E-3	8.2E-5
68	8.0E-2	7.5E-5	1.7E-4	2.6E-4	7.8E-2	1.2E-3	8.4E-5
69	8.0E-2	7.5E-5	1.7E-4	2.6E-4	7.8E-2	1.2E-3	8.6E-5
70	8.1E-2	7.6E-5	1.7E-4	2.6E-4	7.8E-2	1.3E-3	8.8E-5
71	8.1E-2	7.7E-5	1.7E-4	2.6E-4	7.9E-2	1.3E-3	9.0E-5
72	8.1E-2	7.7E-5	1.7E-4	2.6E-4	7.9E-2	1.3E-3	9.2E-5
73	8.1E-2	7.8E-5	1.7E-4	2.6E-4	7.9E-2	1.3E-3	9.4E-5
74	8.1E-2	7.8E-5	1.7E-4	2.6E-4	7.9E-2	1.4E-3	9.6E-5
75	8.1E-2	7.9E-5	1.7E-4	2.6E-4	7.9E-2	1.4E-3	9.7E-5
76	8.1E-2	8.0E-5	1.7E-4	2.6E-4	7.9E-2	1.4E-3	9.9E-5
77	8.1E-2	8.0E-5	1.7E-4	2.6E-4	7.9E-2	1.5E-3	1.0E-4
78	8.2E-2	8.1E-5	1.7E-4	2.6E-4	7.9E-2	1.5E-3	1.0E-4
79	8.2E-2	8.1E-5	1.6E-4	2.6E-4	7.9E-2	1.5E-3	1.0E-4
80	8.2E-2	8.2E-5	1.6E-4	2.6E-4	7.9E-2	1.5E-3	1.1E-4
81	8.2E-2	8.2E-5	1.6E-4	2.6E-4	7.9E-2	1.6E-3	1.1E-4
82	8.2E-2	8.3E-5	1.6E-4	2.6E-4	7.9E-2	1.6E-3	1.1E-4
83	8.2E-2	8.3E-5	1.6E-4	2.6E-4	7.9E-2	1.6E-3	1.1E-4
84	8.2E-2	8.4E-5	1.6E-4	2.6E-4	7.9E-2	1.7E-3	1.1E-4
85	8.2E-2	8.4E-5	1.6E-4	2.6E-4	7.9E-2	1.7E-3	1.2E-4
86	8.2E-2	8.5E-5	1.6E-4	2.6E-4	7.9E-2	1.7E-3	1.2E-4
87	8.2E-2	8.5E-5	1.6E-4	2.6E-4	7.9E-2	1.7E-3	1.2E-4
88	8.2E-2	8.6E-5	1.6E-4	2.6E-4	7.9E-2	1.8E-3	1.2E-4
89	8.2E-2	8.6E-5	1.6E-4	2.6E-4	7.9E-2	1.8E-3	1.2E-4
90	8.2E-2	8.7E-5	1.6E-4	2.6E-4	7.9E-2	1.8E-3	1.2E-4
91	8.2E-2	8.7E-5	1.6E-4	2.6E-4	7.9E-2	1.8E-3	1.3E-4
92	8.2E-2	8.8E-5	1.6E-4	2.6E-4	7.9E-2	1.9E-3	1.3E-4
93	8.2E-2	8.8E-5	1.6E-4	2.6E-4	7.9E-2	1.9E-3	1.3E-4
94	8.2E-2	8.9E-5	1.5E-4	2.6E-4	7.9E-2	1.9E-3	1.3E-4
95	8.2E-2	8.9E-5	1.5E-4	2.6E-4	7.9E-2	1.9E-3	1.3E-4
96	8.2E-2	8.9E-5	1.5E-4	2.6E-4	7.9E-2	2.0E-3	1.3E-4
97	8.2E-2	9.0E-5	1.5E-4	2.6E-4	7.8E-2	2.0E-3	1.4E-4
98	8.2E-2	9.0E-5	1.5E-4	2.6E-4	7.8E-2	2.0E-3	1.4E-4
99	8.2E-2	9.1E-5	1.5E-4	2.6E-4	7.8E-2	2.1E-3	1.4E-4
100	8.1E-2	9.1E-5	1.5E-4	2.6E-4	7.8E-2	2.1E-3	1.4E-4
110	8.1E-2	9.5E-5	1.4E-4	2.5E-4	7.7E-2	2.3E-3	1.6E-4
120	7.9E-2	9.8E-5	1.4E-4	2.4E-4	7.5E-2	2.6E-3	1.7E-4
130	7.8E-2	1.0E-4	1.3E-4	2.4E-4	7.4E-2	2.8E-3	1.8E-4
140	7.6E-2	1.0E-4	1.3E-4	2.3E-4	7.2E-2	3.0E-3	1.9E-4
150	7.4E-2	1.0E-4	1.2E-4	2.2E-4	7.0E-2	3.1E-3	2.0E-4
160	7.3E-2	1.0E-4	1.2E-4	2.1E-4	6.8E-2	3.3E-3	2.1E-4
170	7.1E-2	1.0E-4	1.1E-4	2.0E-4	6.6E-2	3.4E-3	2.2E-4
180	6.9E-2	1.0E-4	1.1E-4	2.0E-4	6.4E-2	3.5E-3	2.2E-4
190	6.7E-2	1.0E-4	1.0E-4	1.9E-4	6.2E-2	3.6E-3	2.3E-4
200	6.5E-2	1.0E-4	9.6E-5	1.8E-4	6.0E-2	3.7E-3	2.3E-4
210	6.3E-2	1.0E-4	9.2E-5	1.7E-4	5.8E-2	3.8E-3	2.3E-4
220	6.1E-2	1.0E-4	8.7E-5	1.7E-4	5.6E-2	3.9E-3	2.4E-4
230	5.9E-2	1.0E-4	8.3E-5	1.6E-4	5.4E-2	3.9E-3	2.4E-4
240	5.8E-2	1.0E-4	7.9E-5	1.5E-4	5.2E-2	4.0E-3	2.4E-4
250	5.6E-2	1.0E-4	7.5E-5	1.5E-4	5.0E-2	4.0E-3	2.4E-4
260	5.4E-2	9.8E-5	7.2E-5	1.4E-4	4.9E-2	4.0E-3	2.4E-4
270	5.2E-2	9.7E-5	6.8E-5	1.3E-4	4.7E-2	4.1E-3	2.4E-4
280	5.1E-2	9.5E-5	6.5E-5	1.3E-4	4.5E-2	4.1E-3	2.4E-4
290	4.9E-2	9.3E-5	6.1E-5	1.2E-4	4.4E-2	4.1E-3	2.4E-4
300	4.8E-2	9.2E-5	5.8E-5	1.2E-4	4.2E-2	4.1E-3	2.3E-4
310	4.6E-2	9.0E-5	5.5E-5	1.1E-4	4.1E-2	4.1E-3	2.3E-4
320	4.5E-2	8.8E-5	5.2E-5	1.0E-4	3.9E-2	4.1E-3	2.3E-4
330	4.3E-2	8.6E-5	5.0E-5	1.0E-4	3.8E-2	4.1E-3	2.3E-4
340	4.2E-2	8.4E-5	4.7E-5	9.5E-5	3.6E-2	4.0E-3	2.3E-4
350	4.0E-2	8.2E-5	4.5E-5	9.1E-5	3.5E-2	4.0E-3	2.2E-4
360	3.9E-2	8.0E-5	4.2E-5	8.7E-5	3.4E-2	4.0E-3	2.2E-4
365	3.8E-2	7.9E-5	4.1E-5	8.5E-5	3.3E-2	4.0E-3	2.2E-4
370	3.8E-2	7.8E-5	4.0E-5	8.3E-5	3.3E-2	4.0E-3	2.2E-4
380	3.7E-2	7.6E-5	3.8E-5	7.9E-5	3.2E-2	4.0E-3	2.2E-4
390	3.5E-2	7.4E-5	3.6E-5	7.5E-5	3.0E-2	3.9E-3	2.1E-4
400	3.4E-2	7.3E-5	3.4E-5	7.1E-5	2.9E-2	3.9E-3	2.1E-4
410	3.3E-2	7.1E-5	3.2E-5	6.8E-5	2.8E-2	3.9E-3	2.1E-4
420	3.2E-2	6.9E-5	3.1E-5	6.5E-5	2.7E-2	3.8E-3	2.0E-4
430	3.1E-2	6.7E-5	2.9E-5	6.2E-5	2.6E-2	3.8E-3	2.0E-4
440	3.0E-2	6.5E-5	2.7E-5	5.9E-5	2.5E-2	3.8E-3	2.0E-4
450	2.9E-2	6.3E-5	2.6E-5	5.6E-5	2.4E-2	3.7E-3	2.0E-4
460	2.8E-2	6.2E-5	2.4E-5	5.3E-5	2.4E-2	3.7E-3	1.9E-4
470	2.7E-2	6.0E-5	2.3E-5	5.1E-5	2.3E-2	3.7E-3	1.9E-4
480	2.6E-2	5.8E-5	2.2E-5	4.8E-5	2.2E-2	3.6E-3	1.9E-4
490	2.6E-2	5.7E-5	2.1E-5	4.6E-5	2.1E-2	3.6E-3	1.9E-4
500	2.5E-2	5.5E-5	2.0E-5	4.4E-5	2.0E-2	3.6E-3	1.8E-4
510	2.4E-2	5.3E-5	1.8E-5	4.2E-5	2.0E-2	3.5E-3	1.8E-4
520	2.3E-2	5.2E-5	1.7E-5	4.0E-5	1.9E-2	3.5E-3	1.8E-4
530	2.2E-2	5.0E-5	1.6E-5	3.8E-5	1.8E-2	3.5E-3	1.7E-4
540	2.2E-2	4.9E-5	1.6E-5	3.6E-5	1.8E-2	3.4E-3	1.7E-4
550	2.1E-2	4.7E-5	1.5E-5	3.4E-5	1.7E-2	3.4E-3	1.7E-4
560	2.0E-2	4.6E-5	1.4E-5	3.2E-5	1.6E-2	3.4E-3	1.7E-4
570	2.0E-2	4.5E-5	1.3E-5	3.1E-5	1.6E-2	3.4E-3	1.7E-4
580	1.9E-2	4.3E-5	1.2E-5	2.9E-5	1.5E-2	3.3E-3	1.6E-4
590	1.9E-2	4.2E-5	1.2E-5	2.8E-5	1.5E-2	3.3E-3	1.6E-4
600	1.8E-2	4.1E-5	1.1E-5	2.7E-5	1.4E-2	3.3E-3	1.6E-4
610	1.8E-2	3.9E-5	1.0E-5	2.5E-5	1.4E-2	3.2E-3	1.6E-4
620	1.7E-2	3.8E-5	9.8E-6	2.4E-5	1.3E-2	3.2E-3	1.5E-4
630	1.6E-2	3.7E-5	9.2E-6	2.3E-5	1.3E-2	3.2E-3	1.5E-4
640	1.6E-2	3.6E-5	8.7E-6	2.2E-5	1.2E-2	3.1E-3	1.5E-4
650	1.5E-2	3.5E-5	8.2E-6	2.1E-5	1.2E-2	3.1E-3	1.5E-4
660	1.5E-2	3.4E-5	7.8E-6	2.0E-5	1.1E-2	3.1E-3	1.5E-4
670	1.5E-2	3.3E-5	7.3E-6	1.9E-5	1.1E-2	3.1E-3	1.4E-4
680	1.4E-2	3.2E-5	6.9E-6	1.8E-5	1.1E-2	3.0E-3	1.4E-4
690	1.4E-2	3.1E-5	6.5E-6	1.7E-5	1.0E-2	3.0E-3	1.4E-4
700	1.3E-2	3.0E-5	6.1E-6	1.7E-5	9.8E-3	3.0E-3	1.4E-4
710	1.3E-2	2.9E-5	5.8E-6	1.6E-5	9.5E-3	3.0E-3	1.4E-4
720	1.3E-2	2.8E-5	5.4E-6	1.5E-5	9.1E-3	2.9E-3	1.4E-4
730	1.2E-2	2.7E-5	5.1E-6	1.4E-5	8.8E-3	2.9E-3	1.3E-4
740	1.2E-2	2.6E-5	4.8E-6	1.4E-5	8.5E-3	2.9E-3	1.3E-4
750	1.2E-2	2.5E-5	4.6E-6	1.3E-5	8.2E-3	2.9E-3	1.3E-4
760	1.1E-2	2.5E-5	4.3E-6	1.3E-5	7.9E-3	2.8E-3	1.3E-4
770	1.1E-2	2.4E-5	4.0E-6	1.2E-5	7.6E-3	2.8E-3	1.3E-4
780	1.1E-2	2.3E-5	3.8E-6	1.2E-5	7.4E-3	2.8E-3	1.3E-4
790	1.0E-2	2.2E-5	3.6E-6	1.1E-5	7.1E-3	2.8E-3	1.2E-4
800	1.0E-2	2.2E-5	3.4E-6	1.1E-5	6.9E-3	2.8E-3	1.2E-4
810	9.8E-3	2.1E-5	3.2E-6	1.0E-5	6.6E-3	2.7E-3	1.2E-4
820	9.5E-3	2.0E-5	3.0E-6	9.7E-6	6.4E-3	2.7E-3	1.2E-4
830	9.3E-3	2.0E-5	2.8E-6	9.3E-6	6.2E-3	2.7E-3	1.2E-4
840	9.0E-3	1.9E-5	2.7E-6	8.9E-6	6.0E-3	2.7E-3	1.2E-4
850	8.8E-3	1.9E-5	2.5E-6	8.6E-6	5.8E-3	2.7E-3	1.2E-4
860	8.6E-3	1.8E-5	2.4E-6	8.2E-6	5.6E-3	2.6E-3	1.2E-4
870	8.4E-3	1.7E-5	2.2E-6	7.9E-6	5.4E-3	2.6E-3	1.2E-4
880	8.1E-3	1.7E-5	2.1E-6	7.6E-6	5.2E-3	2.6E-3	1.1E-4
890	7.9E-3	1.6E-5	2.0E-6	7.3E-6	5.0E-3	2.6E-3	1.1E-4
900	7.7E-3	1.6E-5	1.9E-6	7.0E-6	4.8E-3	2.6E-3	1.1E-4
910	7.6E-3	1.5E-5	1.7E-6	6.7E-6	4.6E-3	2.5E-3	1.1E-4
920	7.4E-3	1.5E-5	1.6E-6	6.5E-6	4.5E-3	2.5E-3	1.1E-4
930	7.2E-3	1.4E-5	1.6E-6	6.2E-6	4.3E-3	2.5E-3	1.1E-4
940	7.0E-3	1.4E-5	1.5E-6	6.0E-6	4.2E-3	2.5E-3	1.1E-4
950	6.9E-3	1.3E-5	1.4E-6	5.8E-6	4.0E-3	2.5E-3	1.1E-4
960	6.7E-3	1.3E-5	1.3E-6	5.6E-6	3.9E-3	2.5E-3	1.1E-4
970	6.5E-3	1.3E-5	1.2E-6	5.4E-6	3.8E-3	2.5E-3	1.1E-4
980	6.4E-3	1.2E-5	1.1E-6	5.2E-6	3.6E-3	2.4E-3	1.1E-4
990	6.2E-3	1.2E-5	1.1E-6	5.0E-6	3.5E-3	2.4E-3	1.0E-4
1000	6.1E-3	1.1E-5	1.0E-6	4.8E-6	3.4E-3	2.4E-3	1.0E-4
1010	6.0E-3	1.1E-5	9.6E-7	4.7E-6	3.3E-3	2.4E-3	1.0E-4
1020	5.8E-3	1.1E-5	9.0E-7	4.5E-6	3.2E-3	2.4E-3	1.0E-4
1030	5.7E-3	1.0E-5	8.5E-7	4.4E-6	3.0E-3	2.4E-3	1.0E-4
1040	5.6E-3	1.0E-5	8.0E-7	4.3E-6	2.9E-3	2.4E-3	1.0E-4
1050	5.5E-3	9.8E-6	7.5E-7	4.1E-6	2.8E-3	2.4E-3	1.0E-4
1060	5.4E-3	9.5E-6	7.1E-7	4.0E-6	2.7E-3	2.3E-3	9.9E-5
1070	5.3E-3	9.2E-6	6.7E-7	3.9E-6	2.6E-3	2.3E-3	9.9E-5
1080	5.1E-3	8.9E-6	6.3E-7	3.8E-6	2.6E-3	2.3E-3	9.8E-5
1090	5.0E-3	8.6E-6	5.9E-7	3.7E-6	2.5E-3	2.3E-3	9.7E-5
1095	5.0E-3	8.5E-6	5.7E-7	3.6E-6	2.4E-3	2.3E-3	9.7E-5
1100	4.9E-3	8.4E-6	5.6E-7	3.5E-6	2.4E-3	2.3E-3	9.7E-5
1200	4.1E-3	6.1E-6	3.1E-7	2.7E-6	1.7E-3	2.2E-3	9.2E-5
1300	3.5E-3	4.5E-6	1.7E-7	2.2E-6	1.2E-3	2.1E-3	8.8E-5
1400	3.1E-3	3.3E-6	9.6E-8	1.9E-6	8.3E-4	2.0E-3	8.4E-5
1500	2.7E-3	2.5E-6	5.5E-8	1.7E-6	5.8E-4	2.0E-3	8.2E-5
1600	2.5E-3	1.9E-6	3.3E-8	1.6E-6	4.1E-4	1.9E-3	7.9E-5
1700	2.3E-3	1.4E-6	2.0E-8	1.5E-6	2.9E-4	1.9E-3	7.7E-5
1800	2.2E-3	1.1E-6	1.3E-8	1.4E-6	2.0E-4	1.8E-3	7.6E-5
1900	2.1E-3	9.0E-7	8.8E-9	1.4E-6	1.4E-4	1.8E-3	7.4E-5
2000	2.0E-3	7.4E-7	6.4E-9	1.3E-6	9.8E-5	1.7E-3	7.3E-5
2100	1.9E-3	6.2E-7	4.9E-9	1.3E-6	6.8E-5	1.7E-3	7.1E-5
2200	1.8E-3	5.3E-7	3.9E-9	1.3E-6	4.8E-5	1.6E-3	7.0E-5
2300	1.8E-3	4.7E-7	3.3E-9	1.3E-6	3.3E-5	1.6E-3	6.9E-5
2400	1.7E-3	4.2E-7	2.9E-9	1.3E-6	2.3E-5	1.6E-3	6.8E-5
2500	1.7E-3	3.8E-7	2.6E-9	1.3E-6	1.6E-5	1.5E-3	6.7E-5
2600	1.7E-3	3.5E-7	2.4E-9	1.3E-6	1.2E-5	1.5E-3	6.6E-5
2700	1.6E-3	3.3E-7	2.2E-9	1.2E-6	8.3E-6	1.5E-3	6.5E-5
2800	1.6E-3	3.1E-7	2.1E-9	1.2E-6	6.0E-6	1.5E-3	6.4E-5
2900	1.6E-3	2.9E-7	1.9E-9	1.2E-6	4.4E-6	1.4E-3	6.3E-5
3000	1.5E-3	2.8E-7	1.9E-9	1.2E-6	3.2E-6	1.4E-3	6.2E-5
3100	1.5E-3	2.7E-7	1.8E-9	1.2E-6	2.5E-6	1.4E-3	6.1E-5
3200	1.5E-3	2.6E-7	1.7E-9	1.2E-6	2.0E-6	1.3E-3	6.0E-5
3300	1.5E-3	2.5E-7	1.6E-9	1.2E-6	1.6E-6	1.3E-3	5.9E-5
3400	1.4E-3	2.4E-7	1.6E-9	1.2E-6	1.4E-6	1.3E-3	5.8E-5
3500	1.4E-3	2.3E-7	1.5E-9	1.2E-6	1.2E-6	1.3E-3	5.7E-5
3600	1.4E-3	2.2E-7	1.5E-9	1.2E-6	1.1E-6	1.3E-3	5.6E-5
3650	1.4E-3	2.2E-7	1.4E-9	1.2E-6	1.0E-6	1.2E-3	5.6E-5
4000	1.3E-3	1.9E-7	1.3E-9	1.2E-6	8.5E-7	1.2E-3	5.3E-5
5000	1.1E-3	1.4E-7	9.4E-10	1.2E-6	7.8E-7	1.0E-3	4.5E-5
6000	1.0E-3	1.1E-7	7.2E-10	1.1E-6	7.6E-7	9.1E-4	3.9E-5
7000	9.1E-4	8.6E-8	5.7E-10	1.1E-6	7.5E-7	8.2E-4	3.4E-5
8000	8.3E-4	7.1E-8	4.7E-10	1.1E-6	7.3E-7	7.5E-4	3.0E-5
9000	7.7E-4	6.0E-8	4.0E-10	1.1E-6	7.2E-7	6.9E-4	2.6E-5
10000	7.1E-4	5.2E-8	3.5E-10	1.1E-6	7.0E-7	6.4E-4	2.3E-5
11000	6.6E-4	4.6E-8	3.1E-10	1.0E-6	6.9E-7	5.9E-4	2.1E-5
12000	6.2E-4	4.1E-8	2.8E-10	1.0E-6	6.8E-7	5.5E-4	1.8E-5
13000	5.8E-4	3.8E-8	2.5E-10	1.0E-6	6.7E-7	5.1E-4	1.7E-5
14000	5.4E-4	3.4E-8	2.3E-10	9.9E-7	6.5E-7	4.8E-4	1.5E-5
15000	5.1E-4	3.1E-8	2.1E-10	9.7E-7	6.4E-7	4.5E-4	1.4E-5
