Radionuclide	Y-91m
Route of Intake	Inhalation
Material	Aerosols Type S, FAP, fA=1E-6
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	3.5E-1	-	1.2E-1	3.3E-2	4.8E-6	2.7E-6
0.083333	1.5E-1	-	5.9E-2	1.3E-2	4.3E-6	1.8E-6
0.125	6.4E-2	-	2.8E-2	5.6E-3	2.9E-6	1.0E-6
0.25	5.0E-3	-	2.7E-3	4.3E-4	4.5E-7	1.4E-7
0.375	4.0E-4	-	2.4E-4	3.4E-5	5.2E-8	1.5E-8
0.5	3.1E-5	-	2.1E-5	2.8E-6	5.3E-9	1.4E-9
0.625	2.5E-6	-	1.8E-6	2.2E-7	5.1E-10	1.3E-10
0.75	1.9E-7	-	1.5E-7	1.8E-8	-	-
0.875	1.5E-8	-	1.2E-8	1.5E-9	-	-
1	1.2E-9	1.6E-10	8.8E-10	1.0E-10	-	-
