Radionuclide	Mo-99
Route of Intake	Inhalation
Material	Aerosols Type S, fA=9E-3
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Liver*
4.5	2.4E-2	-	-	4.5E-3	1.8E-2	8.4E-4
4.75	2.2E-2	-	-	3.1E-3	1.7E-2	7.8E-4
5	1.9E-2	1.6E-5	5.6E-3	2.2E-3	1.6E-2	7.3E-4
5.5	1.6E-2	-	-	1.1E-3	1.4E-2	6.4E-4
6	1.4E-2	9.9E-6	1.2E-3	6.2E-4	1.2E-2	5.6E-4
6.5	1.2E-2	-	-	3.9E-4	1.1E-2	4.9E-4
7	1.0E-2	7.0E-6	3.3E-4	2.7E-4	9.4E-3	4.3E-4
7.5	9.1E-3	-	-	2.0E-4	8.3E-3	3.8E-4
8	8.0E-3	5.2E-6	1.3E-4	1.6E-4	7.2E-3	3.3E-4
8.5	7.0E-3	-	-	1.3E-4	6.4E-3	2.9E-4
9	6.1E-3	4.0E-6	7.3E-5	1.0E-4	5.6E-3	2.5E-4
9.5	5.4E-3	-	-	8.2E-5	4.9E-3	2.2E-4
10	4.7E-3	3.0E-6	4.6E-5	6.7E-5	4.3E-3	1.9E-4
11	3.6E-3	2.3E-6	3.0E-5	4.5E-5	3.3E-3	1.5E-4
12	2.8E-3	1.8E-6	2.0E-5	3.0E-5	2.6E-3	1.1E-4
13	2.2E-3	1.4E-6	1.4E-5	2.1E-5	2.0E-3	8.6E-5
14	1.7E-3	1.1E-6	9.2E-6	1.4E-5	1.5E-3	6.6E-5
15	1.3E-3	8.1E-7	6.3E-6	1.0E-5	1.2E-3	5.0E-5
16	9.9E-4	6.2E-7	4.4E-6	7.0E-6	9.2E-4	3.9E-5
17	7.7E-4	4.8E-7	3.1E-6	5.0E-6	7.1E-4	2.9E-5
18	5.9E-4	3.7E-7	2.2E-6	3.6E-6	5.5E-4	2.3E-5
19	4.6E-4	2.8E-7	1.5E-6	2.6E-6	4.3E-4	1.7E-5
20	3.6E-4	2.2E-7	1.1E-6	1.9E-6	3.3E-4	1.3E-5
21	2.8E-4	1.7E-7	8.0E-7	1.4E-6	2.6E-4	1.0E-5
22	2.1E-4	1.3E-7	5.8E-7	1.0E-6	2.0E-4	7.7E-6
23	1.7E-4	1.0E-7	4.3E-7	7.6E-7	1.5E-4	5.9E-6
24	1.3E-4	7.7E-8	3.2E-7	5.7E-7	1.2E-4	4.5E-6
25	9.9E-5	5.9E-8	2.4E-7	4.3E-7	9.2E-5	3.5E-6
26	7.7E-5	4.6E-8	1.8E-7	3.2E-7	7.2E-5	2.6E-6
27	6.0E-5	3.5E-8	1.3E-7	2.5E-7	5.5E-5	2.0E-6
28	4.6E-5	2.7E-8	1.0E-7	1.9E-7	4.3E-5	1.5E-6
29	3.6E-5	2.1E-8	7.7E-8	1.4E-7	3.3E-5	1.2E-6
30	2.8E-5	1.6E-8	5.9E-8	1.1E-7	2.6E-5	9.1E-7
31	2.2E-5	1.2E-8	4.5E-8	8.4E-8	2.0E-5	6.9E-7
32	1.7E-5	9.6E-9	3.4E-8	6.4E-8	1.6E-5	5.3E-7
33	1.3E-5	7.4E-9	2.6E-8	4.9E-8	1.2E-5	4.1E-7
34	1.0E-5	5.7E-9	2.0E-8	3.8E-8	9.3E-6	3.1E-7
35	7.8E-6	4.4E-9	1.6E-8	2.9E-8	7.2E-6	2.4E-7
36	6.0E-6	3.4E-9	1.2E-8	2.3E-8	5.6E-6	1.8E-7
37	4.7E-6	2.6E-9	9.3E-9	1.7E-8	4.4E-6	1.4E-7
38	3.6E-6	2.0E-9	7.2E-9	1.3E-8	3.4E-6	1.1E-7
39	2.8E-6	1.5E-9	5.5E-9	1.0E-8	2.6E-6	8.1E-8
40	2.2E-6	1.2E-9	4.3E-9	8.0E-9	2.0E-6	6.2E-8
41	1.7E-6	9.1E-10	3.3E-9	6.2E-9	1.6E-6	4.8E-8
42	1.3E-6	7.0E-10	2.5E-9	4.8E-9	1.2E-6	3.6E-8
43	1.0E-6	5.4E-10	2.0E-9	3.6E-9	9.5E-7	2.8E-8
44	7.8E-7	4.2E-10	1.5E-9	2.8E-9	7.3E-7	2.1E-8
45	6.1E-7	3.2E-10	1.2E-9	2.2E-9	5.7E-7	1.6E-8
46	4.7E-7	2.5E-10	9.1E-10	1.7E-9	4.4E-7	1.3E-8
47	3.6E-7	1.9E-10	7.0E-10	1.3E-9	3.4E-7	9.6E-9
48	2.8E-7	1.5E-10	5.4E-10	9.2E-10	2.7E-7	7.3E-9
49	2.2E-7	1.1E-10	4.2E-10	7.1E-10	2.1E-7	5.6E-9
50	1.7E-7	-	3.3E-10	5.5E-10	1.6E-7	4.3E-9
51	1.3E-7	-	2.5E-10	4.2E-10	1.2E-7	3.3E-9
52	1.0E-7	-	1.9E-10	-	9.6E-8	2.5E-9
53	7.9E-8	-	1.5E-10	-	7.4E-8	1.9E-9
54	6.1E-8	-	1.2E-10	-	5.8E-8	1.5E-9
55	4.8E-8	-	-	-	4.5E-8	1.1E-9
56	3.7E-8	-	-	-	3.5E-8	8.6E-10
57	2.9E-8	-	-	-	2.7E-8	6.6E-10
58	2.2E-8	-	-	-	2.1E-8	5.1E-10
59	1.7E-8	-	-	-	1.6E-8	3.9E-10
60	1.3E-8	-	-	-	1.3E-8	3.0E-10
61	1.0E-8	-	-	-	9.6E-9	2.3E-10
62	8.0E-9	-	-	-	7.5E-9	1.7E-10
63	6.2E-9	-	-	-	5.8E-9	1.3E-10
64	4.8E-9	-	-	-	4.5E-9	1.0E-10
65	3.7E-9	-	-	-	3.5E-9	-
66	2.9E-9	-	-	-	2.7E-9	-
67	2.2E-9	-	-	-	2.1E-9	-
68	1.7E-9	-	-	-	1.6E-9	-
69	1.3E-9	-	-	-	1.2E-9	-
70	1.0E-9	-	-	-	9.1E-10	-
71	8.1E-10	-	-	-	7.0E-10	-
72	6.3E-10	-	-	-	5.4E-10	-
73	4.9E-10	-	-	-	4.2E-10	-
74	3.8E-10	-	-	-	3.3E-10	-
75	2.9E-10	-	-	-	2.5E-10	-
76	2.3E-10	-	-	-	2.0E-10	-
77	1.8E-10	-	-	-	1.5E-10	-
78	1.4E-10	-	-	-	1.2E-10	-
79	1.1E-10	-	-	-	-	-
