Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Water soluble forms, including thorium chloride, citrate, nitrate and sulphate; thorium fluoride, fA=5E-5
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
20	5.4E-2	3.7E-5	1.3E-4	2.5E-3	3.7E-2	1.0E-2	1.3E-3
21	5.4E-2	3.6E-5	1.2E-4	2.5E-3	3.7E-2	1.0E-2	1.3E-3
22	5.4E-2	3.5E-5	1.2E-4	2.5E-3	3.7E-2	1.0E-2	1.3E-3
23	5.4E-2	3.4E-5	1.1E-4	2.5E-3	3.7E-2	1.0E-2	1.3E-3
24	5.3E-2	3.3E-5	1.0E-4	2.5E-3	3.7E-2	1.0E-2	1.3E-3
25	5.3E-2	3.2E-5	9.9E-5	2.5E-3	3.6E-2	1.0E-2	1.3E-3
26	5.3E-2	3.2E-5	9.5E-5	2.6E-3	3.6E-2	1.1E-2	1.3E-3
27	5.3E-2	3.1E-5	9.1E-5	2.6E-3	3.6E-2	1.1E-2	1.3E-3
28	5.3E-2	3.0E-5	8.8E-5	2.6E-3	3.6E-2	1.1E-2	1.3E-3
29	5.3E-2	3.0E-5	8.6E-5	2.6E-3	3.5E-2	1.1E-2	1.3E-3
30	5.3E-2	2.9E-5	8.4E-5	2.6E-3	3.5E-2	1.1E-2	1.3E-3
31	5.2E-2	2.8E-5	8.2E-5	2.6E-3	3.5E-2	1.1E-2	1.3E-3
32	5.2E-2	2.8E-5	8.0E-5	2.6E-3	3.5E-2	1.1E-2	1.4E-3
33	5.2E-2	2.7E-5	7.9E-5	2.6E-3	3.4E-2	1.1E-2	1.4E-3
34	5.2E-2	2.7E-5	7.7E-5	2.6E-3	3.4E-2	1.1E-2	1.4E-3
35	5.2E-2	2.6E-5	7.6E-5	2.6E-3	3.4E-2	1.1E-2	1.4E-3
36	5.1E-2	2.6E-5	7.5E-5	2.6E-3	3.4E-2	1.1E-2	1.4E-3
37	5.1E-2	2.5E-5	7.4E-5	2.6E-3	3.3E-2	1.1E-2	1.4E-3
38	5.1E-2	2.5E-5	7.3E-5	2.6E-3	3.3E-2	1.1E-2	1.4E-3
39	5.1E-2	2.4E-5	7.2E-5	2.6E-3	3.3E-2	1.1E-2	1.4E-3
40	5.1E-2	2.4E-5	7.2E-5	2.6E-3	3.3E-2	1.1E-2	1.4E-3
41	5.0E-2	2.4E-5	7.1E-5	2.6E-3	3.2E-2	1.1E-2	1.4E-3
42	5.0E-2	2.3E-5	7.0E-5	2.7E-3	3.2E-2	1.1E-2	1.4E-3
43	5.0E-2	2.3E-5	6.9E-5	2.7E-3	3.2E-2	1.1E-2	1.4E-3
44	5.0E-2	2.2E-5	6.9E-5	2.7E-3	3.2E-2	1.1E-2	1.4E-3
45	5.0E-2	2.2E-5	6.8E-5	2.7E-3	3.1E-2	1.2E-2	1.4E-3
46	5.0E-2	2.2E-5	6.7E-5	2.7E-3	3.1E-2	1.2E-2	1.4E-3
47	4.9E-2	2.1E-5	6.7E-5	2.7E-3	3.1E-2	1.2E-2	1.4E-3
48	4.9E-2	2.1E-5	6.6E-5	2.7E-3	3.1E-2	1.2E-2	1.4E-3
49	4.9E-2	2.1E-5	6.6E-5	2.7E-3	3.0E-2	1.2E-2	1.4E-3
50	4.9E-2	2.0E-5	6.5E-5	2.7E-3	3.0E-2	1.2E-2	1.4E-3
51	4.9E-2	2.0E-5	6.4E-5	2.7E-3	3.0E-2	1.2E-2	1.5E-3
52	4.9E-2	2.0E-5	6.4E-5	2.7E-3	3.0E-2	1.2E-2	1.5E-3
53	4.8E-2	2.0E-5	6.3E-5	2.7E-3	2.9E-2	1.2E-2	1.5E-3
54	4.8E-2	1.9E-5	6.3E-5	2.7E-3	2.9E-2	1.2E-2	1.5E-3
55	4.8E-2	1.9E-5	6.2E-5	2.7E-3	2.9E-2	1.2E-2	1.5E-3
56	4.8E-2	1.9E-5	6.1E-5	2.7E-3	2.9E-2	1.2E-2	1.5E-3
57	4.8E-2	1.8E-5	6.1E-5	2.7E-3	2.9E-2	1.2E-2	1.5E-3
58	4.8E-2	1.8E-5	6.0E-5	2.7E-3	2.8E-2	1.2E-2	1.5E-3
59	4.7E-2	1.8E-5	6.0E-5	2.8E-3	2.8E-2	1.2E-2	1.5E-3
60	4.7E-2	1.8E-5	5.9E-5	2.8E-3	2.8E-2	1.2E-2	1.5E-3
61	4.7E-2	1.8E-5	5.9E-5	2.8E-3	2.8E-2	1.2E-2	1.5E-3
62	4.7E-2	1.7E-5	5.8E-5	2.8E-3	2.7E-2	1.2E-2	1.5E-3
63	4.7E-2	1.7E-5	5.8E-5	2.8E-3	2.7E-2	1.2E-2	1.5E-3
64	4.7E-2	1.7E-5	5.7E-5	2.8E-3	2.7E-2	1.2E-2	1.5E-3
65	4.6E-2	1.7E-5	5.7E-5	2.8E-3	2.7E-2	1.2E-2	1.5E-3
66	4.6E-2	1.7E-5	5.6E-5	2.8E-3	2.7E-2	1.2E-2	1.5E-3
67	4.6E-2	1.6E-5	5.6E-5	2.8E-3	2.6E-2	1.2E-2	1.5E-3
68	4.6E-2	1.6E-5	5.5E-5	2.8E-3	2.6E-2	1.3E-2	1.5E-3
69	4.6E-2	1.6E-5	5.5E-5	2.8E-3	2.6E-2	1.3E-2	1.5E-3
70	4.6E-2	1.6E-5	5.4E-5	2.8E-3	2.6E-2	1.3E-2	1.5E-3
71	4.5E-2	1.6E-5	5.4E-5	2.8E-3	2.6E-2	1.3E-2	1.5E-3
72	4.5E-2	1.5E-5	5.3E-5	2.8E-3	2.5E-2	1.3E-2	1.5E-3
73	4.5E-2	1.5E-5	5.3E-5	2.8E-3	2.5E-2	1.3E-2	1.6E-3
74	4.5E-2	1.5E-5	5.2E-5	2.8E-3	2.5E-2	1.3E-2	1.6E-3
75	4.5E-2	1.5E-5	5.2E-5	2.8E-3	2.5E-2	1.3E-2	1.6E-3
76	4.5E-2	1.5E-5	5.2E-5	2.8E-3	2.5E-2	1.3E-2	1.6E-3
77	4.5E-2	1.5E-5	5.1E-5	2.8E-3	2.4E-2	1.3E-2	1.6E-3
78	4.4E-2	1.5E-5	5.1E-5	2.8E-3	2.4E-2	1.3E-2	1.6E-3
79	4.4E-2	1.4E-5	5.0E-5	2.8E-3	2.4E-2	1.3E-2	1.6E-3
80	4.4E-2	1.4E-5	5.0E-5	2.9E-3	2.4E-2	1.3E-2	1.6E-3
81	4.4E-2	1.4E-5	4.9E-5	2.9E-3	2.4E-2	1.3E-2	1.6E-3
82	4.4E-2	1.4E-5	4.9E-5	2.9E-3	2.3E-2	1.3E-2	1.6E-3
83	4.4E-2	1.4E-5	4.8E-5	2.9E-3	2.3E-2	1.3E-2	1.6E-3
84	4.4E-2	1.4E-5	4.8E-5	2.9E-3	2.3E-2	1.3E-2	1.6E-3
85	4.3E-2	1.4E-5	4.8E-5	2.9E-3	2.3E-2	1.3E-2	1.6E-3
86	4.3E-2	1.4E-5	4.7E-5	2.9E-3	2.3E-2	1.3E-2	1.6E-3
87	4.3E-2	1.3E-5	4.7E-5	2.9E-3	2.3E-2	1.3E-2	1.6E-3
88	4.3E-2	1.3E-5	4.6E-5	2.9E-3	2.2E-2	1.3E-2	1.6E-3
89	4.3E-2	1.3E-5	4.6E-5	2.9E-3	2.2E-2	1.3E-2	1.6E-3
90	4.3E-2	1.3E-5	4.6E-5	2.9E-3	2.2E-2	1.3E-2	1.6E-3
91	4.3E-2	1.3E-5	4.5E-5	2.9E-3	2.2E-2	1.3E-2	1.6E-3
92	4.3E-2	1.3E-5	4.5E-5	2.9E-3	2.2E-2	1.3E-2	1.6E-3
93	4.2E-2	1.3E-5	4.4E-5	2.9E-3	2.2E-2	1.3E-2	1.6E-3
94	4.2E-2	1.3E-5	4.4E-5	2.9E-3	2.1E-2	1.3E-2	1.6E-3
95	4.2E-2	1.2E-5	4.4E-5	2.9E-3	2.1E-2	1.3E-2	1.6E-3
96	4.2E-2	1.2E-5	4.3E-5	2.9E-3	2.1E-2	1.3E-2	1.6E-3
97	4.2E-2	1.2E-5	4.3E-5	2.9E-3	2.1E-2	1.3E-2	1.6E-3
98	4.2E-2	1.2E-5	4.2E-5	2.9E-3	2.1E-2	1.3E-2	1.6E-3
99	4.2E-2	1.2E-5	4.2E-5	2.9E-3	2.1E-2	1.4E-2	1.6E-3
100	4.2E-2	1.2E-5	4.2E-5	2.9E-3	2.0E-2	1.4E-2	1.7E-3
110	4.0E-2	1.1E-5	3.8E-5	2.9E-3	1.9E-2	1.4E-2	1.7E-3
120	3.9E-2	1.0E-5	3.5E-5	3.0E-3	1.8E-2	1.4E-2	1.7E-3
130	3.8E-2	9.6E-6	3.2E-5	3.0E-3	1.6E-2	1.4E-2	1.7E-3
140	3.7E-2	8.9E-6	2.9E-5	3.0E-3	1.5E-2	1.4E-2	1.8E-3
150	3.6E-2	8.3E-6	2.7E-5	3.0E-3	1.4E-2	1.5E-2	1.8E-3
160	3.5E-2	7.8E-6	2.5E-5	3.0E-3	1.3E-2	1.5E-2	1.8E-3
170	3.5E-2	7.3E-6	2.3E-5	3.0E-3	1.2E-2	1.5E-2	1.8E-3
180	3.4E-2	6.9E-6	2.1E-5	3.0E-3	1.1E-2	1.5E-2	1.8E-3
190	3.3E-2	6.4E-6	1.9E-5	3.0E-3	1.0E-2	1.5E-2	1.8E-3
200	3.2E-2	6.1E-6	1.8E-5	3.0E-3	9.6E-3	1.5E-2	1.8E-3
210	3.2E-2	5.7E-6	1.6E-5	3.0E-3	8.9E-3	1.5E-2	1.8E-3
220	3.1E-2	5.4E-6	1.5E-5	3.0E-3	8.3E-3	1.5E-2	1.8E-3
230	3.1E-2	5.1E-6	1.4E-5	3.0E-3	7.7E-3	1.5E-2	1.8E-3
240	3.0E-2	4.8E-6	1.2E-5	3.0E-3	7.2E-3	1.5E-2	1.8E-3
250	3.0E-2	4.5E-6	1.1E-5	3.0E-3	6.7E-3	1.5E-2	1.8E-3
260	2.9E-2	4.3E-6	1.1E-5	2.9E-3	6.2E-3	1.5E-2	1.8E-3
270	2.9E-2	4.1E-6	9.7E-6	2.9E-3	5.8E-3	1.5E-2	1.8E-3
280	2.8E-2	3.9E-6	8.9E-6	2.9E-3	5.4E-3	1.5E-2	1.8E-3
290	2.8E-2	3.7E-6	8.2E-6	2.9E-3	5.0E-3	1.5E-2	1.8E-3
300	2.7E-2	3.5E-6	7.6E-6	2.9E-3	4.7E-3	1.5E-2	1.8E-3
310	2.7E-2	3.3E-6	7.0E-6	2.8E-3	4.3E-3	1.5E-2	1.8E-3
320	2.6E-2	3.2E-6	6.4E-6	2.8E-3	4.0E-3	1.5E-2	1.8E-3
330	2.6E-2	3.0E-6	5.9E-6	2.8E-3	3.8E-3	1.5E-2	1.8E-3
340	2.6E-2	2.9E-6	5.5E-6	2.8E-3	3.5E-3	1.5E-2	1.8E-3
350	2.5E-2	2.7E-6	5.1E-6	2.8E-3	3.3E-3	1.5E-2	1.8E-3
360	2.5E-2	2.6E-6	4.7E-6	2.7E-3	3.1E-3	1.5E-2	1.8E-3
365	2.5E-2	2.6E-6	4.5E-6	2.7E-3	3.0E-3	1.5E-2	1.8E-3
370	2.5E-2	2.5E-6	4.3E-6	2.7E-3	2.9E-3	1.5E-2	1.8E-3
380	2.4E-2	2.4E-6	4.0E-6	2.7E-3	2.7E-3	1.5E-2	1.8E-3
390	2.4E-2	2.3E-6	3.7E-6	2.7E-3	2.5E-3	1.4E-2	1.8E-3
400	2.4E-2	2.2E-6	3.4E-6	2.6E-3	2.3E-3	1.4E-2	1.8E-3
410	2.3E-2	2.1E-6	3.2E-6	2.6E-3	2.2E-3	1.4E-2	1.8E-3
420	2.3E-2	2.1E-6	3.0E-6	2.6E-3	2.1E-3	1.4E-2	1.8E-3
430	2.3E-2	2.0E-6	2.7E-6	2.6E-3	1.9E-3	1.4E-2	1.8E-3
440	2.3E-2	1.9E-6	2.5E-6	2.5E-3	1.8E-3	1.4E-2	1.7E-3
450	2.2E-2	1.8E-6	2.4E-6	2.5E-3	1.7E-3	1.4E-2	1.7E-3
460	2.2E-2	1.8E-6	2.2E-6	2.5E-3	1.6E-3	1.4E-2	1.7E-3
470	2.2E-2	1.7E-6	2.1E-6	2.5E-3	1.5E-3	1.4E-2	1.7E-3
480	2.2E-2	1.7E-6	1.9E-6	2.4E-3	1.4E-3	1.4E-2	1.7E-3
490	2.1E-2	1.6E-6	1.8E-6	2.4E-3	1.3E-3	1.4E-2	1.7E-3
500	2.1E-2	1.6E-6	1.7E-6	2.4E-3	1.2E-3	1.3E-2	1.7E-3
510	2.1E-2	1.5E-6	1.6E-6	2.4E-3	1.2E-3	1.3E-2	1.7E-3
520	2.1E-2	1.5E-6	1.5E-6	2.3E-3	1.1E-3	1.3E-2	1.7E-3
530	2.0E-2	1.4E-6	1.4E-6	2.3E-3	1.0E-3	1.3E-2	1.7E-3
540	2.0E-2	1.4E-6	1.3E-6	2.3E-3	9.8E-4	1.3E-2	1.6E-3
550	2.0E-2	1.4E-6	1.2E-6	2.3E-3	9.2E-4	1.3E-2	1.6E-3
560	2.0E-2	1.3E-6	1.1E-6	2.2E-3	8.7E-4	1.3E-2	1.6E-3
570	2.0E-2	1.3E-6	1.1E-6	2.2E-3	8.2E-4	1.3E-2	1.6E-3
580	1.9E-2	1.3E-6	1.0E-6	2.2E-3	7.8E-4	1.3E-2	1.6E-3
590	1.9E-2	1.2E-6	9.6E-7	2.2E-3	7.4E-4	1.3E-2	1.6E-3
600	1.9E-2	1.2E-6	9.1E-7	2.2E-3	7.0E-4	1.2E-2	1.6E-3
610	1.9E-2	1.2E-6	8.6E-7	2.1E-3	6.6E-4	1.2E-2	1.6E-3
620	1.9E-2	1.1E-6	8.2E-7	2.1E-3	6.3E-4	1.2E-2	1.5E-3
630	1.8E-2	1.1E-6	7.8E-7	2.1E-3	5.9E-4	1.2E-2	1.5E-3
640	1.8E-2	1.1E-6	7.4E-7	2.1E-3	5.6E-4	1.2E-2	1.5E-3
650	1.8E-2	1.1E-6	7.0E-7	2.0E-3	5.4E-4	1.2E-2	1.5E-3
660	1.8E-2	1.0E-6	6.7E-7	2.0E-3	5.1E-4	1.2E-2	1.5E-3
670	1.8E-2	1.0E-6	6.4E-7	2.0E-3	4.8E-4	1.2E-2	1.5E-3
680	1.7E-2	1.0E-6	6.1E-7	2.0E-3	4.6E-4	1.2E-2	1.5E-3
690	1.7E-2	9.8E-7	5.8E-7	2.0E-3	4.4E-4	1.2E-2	1.5E-3
700	1.7E-2	9.7E-7	5.6E-7	1.9E-3	4.2E-4	1.1E-2	1.5E-3
710	1.7E-2	9.5E-7	5.3E-7	1.9E-3	4.0E-4	1.1E-2	1.4E-3
720	1.7E-2	9.3E-7	5.1E-7	1.9E-3	3.8E-4	1.1E-2	1.4E-3
730	1.7E-2	9.1E-7	4.9E-7	1.9E-3	3.6E-4	1.1E-2	1.4E-3
740	1.6E-2	9.0E-7	4.7E-7	1.8E-3	3.5E-4	1.1E-2	1.4E-3
750	1.6E-2	8.8E-7	4.5E-7	1.8E-3	3.3E-4	1.1E-2	1.4E-3
760	1.6E-2	8.6E-7	4.4E-7	1.8E-3	3.2E-4	1.1E-2	1.4E-3
770	1.6E-2	8.5E-7	4.2E-7	1.8E-3	3.1E-4	1.1E-2	1.4E-3
780	1.6E-2	8.3E-7	4.1E-7	1.8E-3	2.9E-4	1.1E-2	1.4E-3
790	1.6E-2	8.2E-7	3.9E-7	1.7E-3	2.8E-4	1.1E-2	1.4E-3
800	1.6E-2	8.1E-7	3.8E-7	1.7E-3	2.7E-4	1.0E-2	1.3E-3
810	1.5E-2	7.9E-7	3.7E-7	1.7E-3	2.6E-4	1.0E-2	1.3E-3
820	1.5E-2	7.8E-7	3.6E-7	1.7E-3	2.5E-4	1.0E-2	1.3E-3
830	1.5E-2	7.7E-7	3.4E-7	1.7E-3	2.4E-4	1.0E-2	1.3E-3
840	1.5E-2	7.6E-7	3.3E-7	1.7E-3	2.3E-4	1.0E-2	1.3E-3
850	1.5E-2	7.4E-7	3.2E-7	1.6E-3	2.3E-4	1.0E-2	1.3E-3
860	1.5E-2	7.3E-7	3.1E-7	1.6E-3	2.2E-4	9.9E-3	1.3E-3
870	1.5E-2	7.2E-7	3.1E-7	1.6E-3	2.1E-4	9.9E-3	1.3E-3
880	1.4E-2	7.1E-7	3.0E-7	1.6E-3	2.0E-4	9.8E-3	1.3E-3
890	1.4E-2	7.0E-7	2.9E-7	1.6E-3	2.0E-4	9.7E-3	1.2E-3
900	1.4E-2	6.9E-7	2.8E-7	1.5E-3	1.9E-4	9.6E-3	1.2E-3
910	1.4E-2	6.8E-7	2.7E-7	1.5E-3	1.8E-4	9.5E-3	1.2E-3
920	1.4E-2	6.7E-7	2.7E-7	1.5E-3	1.8E-4	9.4E-3	1.2E-3
930	1.4E-2	6.6E-7	2.6E-7	1.5E-3	1.7E-4	9.3E-3	1.2E-3
940	1.4E-2	6.5E-7	2.5E-7	1.5E-3	1.7E-4	9.2E-3	1.2E-3
950	1.3E-2	6.4E-7	2.5E-7	1.5E-3	1.6E-4	9.2E-3	1.2E-3
960	1.3E-2	6.3E-7	2.4E-7	1.4E-3	1.6E-4	9.1E-3	1.2E-3
970	1.3E-2	6.2E-7	2.3E-7	1.4E-3	1.5E-4	9.0E-3	1.2E-3
980	1.3E-2	6.2E-7	2.3E-7	1.4E-3	1.5E-4	8.9E-3	1.1E-3
990	1.3E-2	6.1E-7	2.2E-7	1.4E-3	1.5E-4	8.8E-3	1.1E-3
1000	1.3E-2	6.0E-7	2.2E-7	1.4E-3	1.4E-4	8.8E-3	1.1E-3
1010	1.3E-2	5.9E-7	2.1E-7	1.4E-3	1.4E-4	8.7E-3	1.1E-3
1020	1.3E-2	5.8E-7	2.1E-7	1.4E-3	1.4E-4	8.6E-3	1.1E-3
1030	1.2E-2	5.7E-7	2.0E-7	1.3E-3	1.3E-4	8.5E-3	1.1E-3
1040	1.2E-2	5.7E-7	2.0E-7	1.3E-3	1.3E-4	8.4E-3	1.1E-3
1050	1.2E-2	5.6E-7	2.0E-7	1.3E-3	1.3E-4	8.4E-3	1.1E-3
1060	1.2E-2	5.5E-7	1.9E-7	1.3E-3	1.2E-4	8.3E-3	1.1E-3
1070	1.2E-2	5.4E-7	1.9E-7	1.3E-3	1.2E-4	8.2E-3	1.1E-3
1080	1.2E-2	5.4E-7	1.8E-7	1.3E-3	1.2E-4	8.1E-3	1.0E-3
1090	1.2E-2	5.3E-7	1.8E-7	1.2E-3	1.2E-4	8.1E-3	1.0E-3
1095	1.2E-2	5.3E-7	1.8E-7	1.2E-3	1.1E-4	8.0E-3	1.0E-3
1100	1.2E-2	5.2E-7	1.8E-7	1.2E-3	1.1E-4	8.0E-3	1.0E-3
1200	1.1E-2	4.6E-7	1.5E-7	1.1E-3	9.4E-5	7.3E-3	9.3E-4
1300	9.5E-3	4.1E-7	1.2E-7	9.9E-4	8.0E-5	6.6E-3	8.5E-4
1400	8.6E-3	3.6E-7	1.0E-7	8.9E-4	7.0E-5	6.0E-3	7.7E-4
1500	7.8E-3	3.2E-7	8.7E-8	8.0E-4	6.1E-5	5.5E-3	7.0E-4
1600	7.1E-3	2.8E-7	7.4E-8	7.1E-4	5.5E-5	5.0E-3	6.3E-4
1700	6.4E-3	2.5E-7	6.4E-8	6.4E-4	4.9E-5	4.5E-3	5.7E-4
1800	5.8E-3	2.2E-7	5.5E-8	5.7E-4	4.4E-5	4.1E-3	5.2E-4
1900	5.3E-3	2.0E-7	4.8E-8	5.2E-4	3.9E-5	3.7E-3	4.7E-4
2000	4.8E-3	1.8E-7	4.2E-8	4.6E-4	3.5E-5	3.4E-3	4.3E-4
2100	4.3E-3	1.6E-7	3.6E-8	4.2E-4	3.2E-5	3.1E-3	3.9E-4
2200	3.9E-3	1.4E-7	3.2E-8	3.8E-4	2.8E-5	2.8E-3	3.5E-4
2300	3.5E-3	1.2E-7	2.8E-8	3.4E-4	2.6E-5	2.5E-3	3.1E-4
2400	3.2E-3	1.1E-7	2.5E-8	3.0E-4	2.3E-5	2.3E-3	2.8E-4
2500	2.9E-3	9.9E-8	2.2E-8	2.7E-4	2.1E-5	2.1E-3	2.6E-4
2600	2.6E-3	8.8E-8	1.9E-8	2.5E-4	1.9E-5	1.9E-3	2.3E-4
2700	2.4E-3	7.9E-8	1.7E-8	2.2E-4	1.7E-5	1.7E-3	2.1E-4
2800	2.1E-3	7.0E-8	1.5E-8	2.0E-4	1.5E-5	1.5E-3	1.9E-4
2900	1.9E-3	6.3E-8	1.3E-8	1.8E-4	1.4E-5	1.4E-3	1.7E-4
3000	1.7E-3	5.6E-8	1.2E-8	1.6E-4	1.2E-5	1.3E-3	1.5E-4
3100	1.6E-3	5.0E-8	1.1E-8	1.5E-4	1.1E-5	1.1E-3	1.4E-4
3200	1.4E-3	4.5E-8	9.4E-9	1.3E-4	1.0E-5	1.0E-3	1.3E-4
3300	1.3E-3	4.0E-8	8.3E-9	1.2E-4	9.0E-6	9.3E-4	1.1E-4
3400	1.2E-3	3.6E-8	7.4E-9	1.1E-4	8.1E-6	8.5E-4	1.0E-4
3500	1.1E-3	3.2E-8	6.6E-9	9.7E-5	7.3E-6	7.6E-4	9.2E-5
3600	9.6E-4	2.9E-8	5.9E-9	8.7E-5	6.6E-6	6.9E-4	8.3E-5
3650	9.1E-4	2.7E-8	5.6E-9	8.3E-5	6.3E-6	6.6E-4	7.9E-5
4000	6.4E-4	1.8E-8	3.8E-9	5.8E-5	4.4E-6	4.6E-4	5.5E-5
5000	2.3E-4	6.1E-9	1.2E-9	2.1E-5	1.6E-6	1.7E-4	2.0E-5
6000	8.5E-5	2.1E-9	4.2E-10	7.4E-6	5.7E-7	6.3E-5	7.0E-6
7000	3.1E-5	7.2E-10	1.4E-10	2.7E-6	2.0E-7	2.3E-5	2.5E-6
8000	1.1E-5	2.5E-10	-	9.7E-7	7.3E-8	8.5E-6	8.7E-7
9000	4.1E-6	-	-	3.5E-7	2.6E-8	3.1E-6	3.1E-7
10000	1.5E-6	-	-	1.3E-7	9.5E-9	1.1E-6	1.1E-7
11000	5.5E-7	-	-	4.5E-8	3.4E-9	4.2E-7	3.9E-8
12000	2.0E-7	-	-	1.6E-8	1.2E-9	1.6E-7	1.4E-8
13000	7.4E-8	-	-	5.9E-9	4.4E-10	5.7E-8	4.9E-9
14000	2.7E-8	-	-	2.2E-9	1.6E-10	2.1E-8	1.8E-9
15000	9.9E-9	-	-	7.8E-10	-	7.7E-9	6.3E-10
