Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Type S, Oxide, all unspecified forms, fA=5E-6
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
35	6.5E-3	1.6E-7	1.3E-5	4.1E-5	5.9E-3	9.3E-5	1.1E-5
36	6.5E-3	1.5E-7	1.3E-5	4.1E-5	5.9E-3	9.3E-5	1.1E-5
37	6.5E-3	1.5E-7	1.3E-5	4.1E-5	5.9E-3	9.4E-5	1.1E-5
38	6.5E-3	1.5E-7	1.3E-5	4.0E-5	5.9E-3	9.4E-5	1.1E-5
39	6.4E-3	1.4E-7	1.3E-5	4.0E-5	5.9E-3	9.4E-5	1.1E-5
40	6.4E-3	1.4E-7	1.3E-5	4.0E-5	5.9E-3	9.4E-5	1.1E-5
41	6.4E-3	1.3E-7	1.2E-5	4.0E-5	5.8E-3	9.4E-5	1.1E-5
42	6.4E-3	1.3E-7	1.2E-5	4.0E-5	5.8E-3	9.4E-5	1.1E-5
43	6.4E-3	1.3E-7	1.2E-5	4.0E-5	5.8E-3	9.4E-5	1.1E-5
44	6.3E-3	1.3E-7	1.2E-5	4.0E-5	5.8E-3	9.5E-5	1.1E-5
45	6.3E-3	1.2E-7	1.2E-5	4.0E-5	5.8E-3	9.5E-5	1.2E-5
46	6.3E-3	1.2E-7	1.2E-5	4.0E-5	5.8E-3	9.5E-5	1.2E-5
47	6.3E-3	1.2E-7	1.2E-5	4.0E-5	5.7E-3	9.5E-5	1.2E-5
48	6.3E-3	1.1E-7	1.2E-5	3.9E-5	5.7E-3	9.5E-5	1.2E-5
49	6.3E-3	1.1E-7	1.2E-5	3.9E-5	5.7E-3	9.5E-5	1.2E-5
50	6.2E-3	1.1E-7	1.2E-5	3.9E-5	5.7E-3	9.5E-5	1.2E-5
51	6.2E-3	1.1E-7	1.2E-5	3.9E-5	5.7E-3	9.6E-5	1.2E-5
52	6.2E-3	1.1E-7	1.2E-5	3.9E-5	5.7E-3	9.6E-5	1.2E-5
53	6.2E-3	1.0E-7	1.2E-5	3.9E-5	5.6E-3	9.6E-5	1.2E-5
54	6.2E-3	1.0E-7	1.2E-5	3.9E-5	5.6E-3	9.6E-5	1.2E-5
55	6.2E-3	1.0E-7	1.2E-5	3.9E-5	5.6E-3	9.6E-5	1.2E-5
56	6.1E-3	9.8E-8	1.2E-5	3.9E-5	5.6E-3	9.6E-5	1.2E-5
57	6.1E-3	9.6E-8	1.2E-5	3.9E-5	5.6E-3	9.6E-5	1.2E-5
58	6.1E-3	9.5E-8	1.1E-5	3.9E-5	5.6E-3	9.7E-5	1.2E-5
59	6.1E-3	9.3E-8	1.1E-5	3.9E-5	5.5E-3	9.7E-5	1.2E-5
60	6.1E-3	9.2E-8	1.1E-5	3.9E-5	5.5E-3	9.7E-5	1.2E-5
61	6.1E-3	9.0E-8	1.1E-5	3.9E-5	5.5E-3	9.7E-5	1.2E-5
62	6.0E-3	8.9E-8	1.1E-5	3.9E-5	5.5E-3	9.7E-5	1.2E-5
63	6.0E-3	8.8E-8	1.1E-5	3.8E-5	5.5E-3	9.7E-5	1.2E-5
64	6.0E-3	8.6E-8	1.1E-5	3.8E-5	5.5E-3	9.7E-5	1.2E-5
65	6.0E-3	8.5E-8	1.1E-5	3.8E-5	5.4E-3	9.8E-5	1.2E-5
66	6.0E-3	8.4E-8	1.1E-5	3.8E-5	5.4E-3	9.8E-5	1.2E-5
67	6.0E-3	8.3E-8	1.1E-5	3.8E-5	5.4E-3	9.8E-5	1.2E-5
68	5.9E-3	8.2E-8	1.1E-5	3.8E-5	5.4E-3	9.8E-5	1.2E-5
69	5.9E-3	8.1E-8	1.1E-5	3.8E-5	5.4E-3	9.8E-5	1.2E-5
70	5.9E-3	8.0E-8	1.1E-5	3.8E-5	5.4E-3	9.8E-5	1.2E-5
71	5.9E-3	7.9E-8	1.1E-5	3.8E-5	5.3E-3	9.8E-5	1.2E-5
72	5.9E-3	7.8E-8	1.1E-5	3.8E-5	5.3E-3	9.9E-5	1.2E-5
73	5.9E-3	7.7E-8	1.1E-5	3.8E-5	5.3E-3	9.9E-5	1.2E-5
74	5.8E-3	7.6E-8	1.1E-5	3.8E-5	5.3E-3	9.9E-5	1.2E-5
75	5.8E-3	7.6E-8	1.1E-5	3.8E-5	5.3E-3	9.9E-5	1.2E-5
76	5.8E-3	7.5E-8	1.1E-5	3.8E-5	5.3E-3	9.9E-5	1.2E-5
77	5.8E-3	7.4E-8	1.1E-5	3.8E-5	5.2E-3	9.9E-5	1.2E-5
78	5.8E-3	7.3E-8	1.1E-5	3.8E-5	5.2E-3	9.9E-5	1.2E-5
79	5.8E-3	7.3E-8	1.1E-5	3.8E-5	5.2E-3	9.9E-5	1.2E-5
80	5.8E-3	7.2E-8	1.0E-5	3.7E-5	5.2E-3	1.0E-4	1.2E-5
81	5.7E-3	7.1E-8	1.0E-5	3.7E-5	5.2E-3	1.0E-4	1.2E-5
82	5.7E-3	7.1E-8	1.0E-5	3.7E-5	5.2E-3	1.0E-4	1.2E-5
83	5.7E-3	7.0E-8	1.0E-5	3.7E-5	5.2E-3	1.0E-4	1.2E-5
84	5.7E-3	7.0E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
85	5.7E-3	6.9E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
86	5.7E-3	6.9E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
87	5.6E-3	6.8E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
88	5.6E-3	6.8E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
89	5.6E-3	6.7E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
90	5.6E-3	6.7E-8	1.0E-5	3.7E-5	5.1E-3	1.0E-4	1.2E-5
91	5.6E-3	6.6E-8	1.0E-5	3.7E-5	5.0E-3	1.0E-4	1.2E-5
92	5.6E-3	6.6E-8	1.0E-5	3.7E-5	5.0E-3	1.0E-4	1.2E-5
93	5.6E-3	6.5E-8	9.9E-6	3.7E-5	5.0E-3	1.0E-4	1.2E-5
94	5.5E-3	6.5E-8	9.9E-6	3.7E-5	5.0E-3	1.0E-4	1.2E-5
95	5.5E-3	6.5E-8	9.9E-6	3.7E-5	5.0E-3	1.0E-4	1.2E-5
96	5.5E-3	6.4E-8	9.8E-6	3.7E-5	5.0E-3	1.0E-4	1.2E-5
97	5.5E-3	6.4E-8	9.8E-6	3.7E-5	4.9E-3	1.0E-4	1.2E-5
98	5.5E-3	6.4E-8	9.7E-6	3.7E-5	4.9E-3	1.0E-4	1.2E-5
99	5.5E-3	6.3E-8	9.7E-6	3.6E-5	4.9E-3	1.0E-4	1.2E-5
100	5.5E-3	6.3E-8	9.7E-6	3.6E-5	4.9E-3	1.0E-4	1.2E-5
110	5.3E-3	6.0E-8	9.3E-6	3.6E-5	4.8E-3	1.0E-4	1.3E-5
120	5.2E-3	5.8E-8	8.9E-6	3.5E-5	4.6E-3	1.0E-4	1.3E-5
130	5.0E-3	5.6E-8	8.5E-6	3.5E-5	4.5E-3	1.1E-4	1.3E-5
140	4.9E-3	5.5E-8	8.2E-6	3.4E-5	4.4E-3	1.1E-4	1.3E-5
150	4.8E-3	5.3E-8	7.9E-6	3.4E-5	4.3E-3	1.1E-4	1.3E-5
160	4.7E-3	5.2E-8	7.6E-6	3.4E-5	4.1E-3	1.1E-4	1.3E-5
170	4.6E-3	5.1E-8	7.2E-6	3.3E-5	4.0E-3	1.1E-4	1.3E-5
180	4.4E-3	5.0E-8	7.0E-6	3.3E-5	3.9E-3	1.1E-4	1.3E-5
190	4.3E-3	4.9E-8	6.7E-6	3.2E-5	3.8E-3	1.1E-4	1.3E-5
200	4.2E-3	4.8E-8	6.4E-6	3.2E-5	3.7E-3	1.1E-4	1.3E-5
210	4.1E-3	4.7E-8	6.2E-6	3.2E-5	3.6E-3	1.1E-4	1.4E-5
220	4.0E-3	4.6E-8	5.9E-6	3.1E-5	3.5E-3	1.1E-4	1.4E-5
230	3.9E-3	4.5E-8	5.7E-6	3.1E-5	3.4E-3	1.1E-4	1.4E-5
240	3.8E-3	4.4E-8	5.4E-6	3.0E-5	3.3E-3	1.1E-4	1.4E-5
250	3.8E-3	4.4E-8	5.2E-6	3.0E-5	3.3E-3	1.1E-4	1.4E-5
260	3.7E-3	4.3E-8	5.0E-6	3.0E-5	3.2E-3	1.1E-4	1.4E-5
270	3.6E-3	4.2E-8	4.8E-6	2.9E-5	3.1E-3	1.1E-4	1.4E-5
280	3.5E-3	4.1E-8	4.6E-6	2.9E-5	3.0E-3	1.1E-4	1.4E-5
290	3.4E-3	4.0E-8	4.4E-6	2.9E-5	2.9E-3	1.1E-4	1.4E-5
300	3.4E-3	4.0E-8	4.3E-6	2.9E-5	2.9E-3	1.1E-4	1.4E-5
310	3.3E-3	3.9E-8	4.1E-6	2.8E-5	2.8E-3	1.1E-4	1.4E-5
320	3.2E-3	3.8E-8	3.9E-6	2.8E-5	2.7E-3	1.1E-4	1.4E-5
330	3.1E-3	3.8E-8	3.8E-6	2.8E-5	2.7E-3	1.1E-4	1.4E-5
340	3.1E-3	3.7E-8	3.6E-6	2.7E-5	2.6E-3	1.1E-4	1.4E-5
350	3.0E-3	3.6E-8	3.5E-6	2.7E-5	2.6E-3	1.1E-4	1.4E-5
360	3.0E-3	3.6E-8	3.3E-6	2.7E-5	2.5E-3	1.1E-4	1.4E-5
365	2.9E-3	3.6E-8	3.3E-6	2.7E-5	2.5E-3	1.1E-4	1.4E-5
370	2.9E-3	3.5E-8	3.2E-6	2.7E-5	2.4E-3	1.1E-4	1.4E-5
380	2.8E-3	3.5E-8	3.1E-6	2.6E-5	2.4E-3	1.1E-4	1.4E-5
390	2.8E-3	3.4E-8	2.9E-6	2.6E-5	2.3E-3	1.1E-4	1.4E-5
400	2.7E-3	3.4E-8	2.8E-6	2.6E-5	2.3E-3	1.1E-4	1.4E-5
410	2.7E-3	3.3E-8	2.7E-6	2.6E-5	2.2E-3	1.1E-4	1.4E-5
420	2.6E-3	3.3E-8	2.6E-6	2.5E-5	2.2E-3	1.1E-4	1.4E-5
430	2.6E-3	3.2E-8	2.5E-6	2.5E-5	2.1E-3	1.1E-4	1.4E-5
440	2.5E-3	3.2E-8	2.4E-6	2.5E-5	2.1E-3	1.1E-4	1.4E-5
450	2.5E-3	3.1E-8	2.3E-6	2.5E-5	2.0E-3	1.1E-4	1.4E-5
460	2.4E-3	3.1E-8	2.2E-6	2.4E-5	2.0E-3	1.1E-4	1.4E-5
470	2.4E-3	3.0E-8	2.1E-6	2.4E-5	2.0E-3	1.1E-4	1.4E-5
480	2.3E-3	3.0E-8	2.0E-6	2.4E-5	1.9E-3	1.1E-4	1.4E-5
490	2.3E-3	2.9E-8	2.0E-6	2.4E-5	1.9E-3	1.1E-4	1.4E-5
500	2.3E-3	2.9E-8	1.9E-6	2.3E-5	1.8E-3	1.1E-4	1.4E-5
510	2.2E-3	2.8E-8	1.8E-6	2.3E-5	1.8E-3	1.1E-4	1.4E-5
520	2.2E-3	2.8E-8	1.7E-6	2.3E-5	1.8E-3	1.1E-4	1.4E-5
530	2.1E-3	2.8E-8	1.7E-6	2.3E-5	1.7E-3	1.1E-4	1.4E-5
540	2.1E-3	2.7E-8	1.6E-6	2.3E-5	1.7E-3	1.1E-4	1.4E-5
550	2.1E-3	2.7E-8	1.5E-6	2.2E-5	1.7E-3	1.1E-4	1.4E-5
560	2.0E-3	2.6E-8	1.5E-6	2.2E-5	1.6E-3	1.1E-4	1.4E-5
570	2.0E-3	2.6E-8	1.4E-6	2.2E-5	1.6E-3	1.1E-4	1.4E-5
580	2.0E-3	2.6E-8	1.4E-6	2.2E-5	1.6E-3	1.1E-4	1.4E-5
590	1.9E-3	2.5E-8	1.3E-6	2.2E-5	1.5E-3	1.1E-4	1.4E-5
600	1.9E-3	2.5E-8	1.3E-6	2.1E-5	1.5E-3	1.1E-4	1.4E-5
610	1.9E-3	2.5E-8	1.2E-6	2.1E-5	1.5E-3	1.1E-4	1.4E-5
620	1.8E-3	2.4E-8	1.2E-6	2.1E-5	1.5E-3	1.1E-4	1.4E-5
630	1.8E-3	2.4E-8	1.1E-6	2.1E-5	1.4E-3	1.1E-4	1.4E-5
640	1.8E-3	2.4E-8	1.1E-6	2.1E-5	1.4E-3	1.1E-4	1.4E-5
650	1.8E-3	2.3E-8	1.0E-6	2.1E-5	1.4E-3	1.1E-4	1.4E-5
660	1.7E-3	2.3E-8	9.8E-7	2.0E-5	1.4E-3	1.1E-4	1.4E-5
670	1.7E-3	2.3E-8	9.4E-7	2.0E-5	1.3E-3	1.1E-4	1.4E-5
680	1.7E-3	2.2E-8	9.0E-7	2.0E-5	1.3E-3	1.1E-4	1.4E-5
690	1.6E-3	2.2E-8	8.7E-7	2.0E-5	1.3E-3	1.1E-4	1.3E-5
700	1.6E-3	2.2E-8	8.3E-7	2.0E-5	1.3E-3	1.1E-4	1.3E-5
710	1.6E-3	2.2E-8	8.0E-7	2.0E-5	1.3E-3	1.1E-4	1.3E-5
720	1.6E-3	2.1E-8	7.7E-7	1.9E-5	1.2E-3	1.1E-4	1.3E-5
730	1.6E-3	2.1E-8	7.4E-7	1.9E-5	1.2E-3	1.0E-4	1.3E-5
740	1.5E-3	2.1E-8	7.1E-7	1.9E-5	1.2E-3	1.0E-4	1.3E-5
750	1.5E-3	2.1E-8	6.8E-7	1.9E-5	1.2E-3	1.0E-4	1.3E-5
760	1.5E-3	2.0E-8	6.5E-7	1.9E-5	1.2E-3	1.0E-4	1.3E-5
770	1.5E-3	2.0E-8	6.3E-7	1.9E-5	1.1E-3	1.0E-4	1.3E-5
780	1.4E-3	2.0E-8	6.0E-7	1.9E-5	1.1E-3	1.0E-4	1.3E-5
790	1.4E-3	2.0E-8	5.8E-7	1.8E-5	1.1E-3	1.0E-4	1.3E-5
800	1.4E-3	1.9E-8	5.5E-7	1.8E-5	1.1E-3	1.0E-4	1.3E-5
810	1.4E-3	1.9E-8	5.3E-7	1.8E-5	1.1E-3	1.0E-4	1.3E-5
820	1.4E-3	1.9E-8	5.1E-7	1.8E-5	1.1E-3	1.0E-4	1.3E-5
830	1.4E-3	1.9E-8	4.9E-7	1.8E-5	1.0E-3	1.0E-4	1.3E-5
840	1.3E-3	1.9E-8	4.7E-7	1.8E-5	1.0E-3	1.0E-4	1.3E-5
850	1.3E-3	1.8E-8	4.5E-7	1.8E-5	1.0E-3	9.9E-5	1.3E-5
860	1.3E-3	1.8E-8	4.3E-7	1.7E-5	9.9E-4	9.9E-5	1.3E-5
870	1.3E-3	1.8E-8	4.2E-7	1.7E-5	9.7E-4	9.8E-5	1.2E-5
880	1.3E-3	1.8E-8	4.0E-7	1.7E-5	9.6E-4	9.8E-5	1.2E-5
890	1.2E-3	1.7E-8	3.8E-7	1.7E-5	9.5E-4	9.7E-5	1.2E-5
900	1.2E-3	1.7E-8	3.7E-7	1.7E-5	9.3E-4	9.7E-5	1.2E-5
910	1.2E-3	1.7E-8	3.5E-7	1.7E-5	9.2E-4	9.6E-5	1.2E-5
920	1.2E-3	1.7E-8	3.4E-7	1.7E-5	9.1E-4	9.6E-5	1.2E-5
930	1.2E-3	1.7E-8	3.3E-7	1.6E-5	8.9E-4	9.5E-5	1.2E-5
940	1.2E-3	1.7E-8	3.1E-7	1.6E-5	8.8E-4	9.5E-5	1.2E-5
950	1.2E-3	1.6E-8	3.0E-7	1.6E-5	8.7E-4	9.4E-5	1.2E-5
960	1.1E-3	1.6E-8	2.9E-7	1.6E-5	8.6E-4	9.4E-5	1.2E-5
970	1.1E-3	1.6E-8	2.8E-7	1.6E-5	8.4E-4	9.3E-5	1.2E-5
980	1.1E-3	1.6E-8	2.7E-7	1.6E-5	8.3E-4	9.3E-5	1.2E-5
990	1.1E-3	1.6E-8	2.6E-7	1.6E-5	8.2E-4	9.2E-5	1.2E-5
1000	1.1E-3	1.5E-8	2.5E-7	1.6E-5	8.1E-4	9.2E-5	1.2E-5
1010	1.1E-3	1.5E-8	2.4E-7	1.5E-5	8.0E-4	9.1E-5	1.2E-5
1020	1.1E-3	1.5E-8	2.3E-7	1.5E-5	7.9E-4	9.1E-5	1.2E-5
1030	1.0E-3	1.5E-8	2.2E-7	1.5E-5	7.8E-4	9.0E-5	1.2E-5
1040	1.0E-3	1.5E-8	2.1E-7	1.5E-5	7.7E-4	9.0E-5	1.1E-5
1050	1.0E-3	1.5E-8	2.0E-7	1.5E-5	7.6E-4	8.9E-5	1.1E-5
1060	1.0E-3	1.5E-8	1.9E-7	1.5E-5	7.5E-4	8.9E-5	1.1E-5
1070	1.0E-3	1.4E-8	1.8E-7	1.5E-5	7.4E-4	8.8E-5	1.1E-5
1080	9.8E-4	1.4E-8	1.8E-7	1.5E-5	7.3E-4	8.8E-5	1.1E-5
1090	9.7E-4	1.4E-8	1.7E-7	1.5E-5	7.2E-4	8.7E-5	1.1E-5
1095	9.7E-4	1.4E-8	1.7E-7	1.5E-5	7.1E-4	8.7E-5	1.1E-5
1100	9.6E-4	1.4E-8	1.6E-7	1.4E-5	7.1E-4	8.7E-5	1.1E-5
1200	8.6E-4	1.3E-8	1.1E-7	1.3E-5	6.2E-4	8.2E-5	1.0E-5
1300	7.6E-4	1.1E-8	7.3E-8	1.2E-5	5.5E-4	7.7E-5	9.8E-6
1400	6.8E-4	1.0E-8	4.9E-8	1.1E-5	4.9E-4	7.2E-5	9.2E-6
1500	6.1E-4	9.2E-9	3.3E-8	1.1E-5	4.4E-4	6.8E-5	8.6E-6
1600	5.5E-4	8.4E-9	2.2E-8	9.8E-6	3.9E-4	6.3E-5	8.1E-6
1700	5.0E-4	7.6E-9	1.5E-8	9.1E-6	3.5E-4	5.9E-5	7.5E-6
1800	4.5E-4	6.9E-9	1.1E-8	8.4E-6	3.1E-4	5.5E-5	7.0E-6
1900	4.0E-4	6.2E-9	7.3E-9	7.7E-6	2.8E-4	5.1E-5	6.5E-6
2000	3.6E-4	5.7E-9	5.2E-9	7.2E-6	2.5E-4	4.8E-5	6.1E-6
2100	3.3E-4	5.1E-9	3.7E-9	6.6E-6	2.2E-4	4.4E-5	5.6E-6
2200	3.0E-4	4.6E-9	2.7E-9	6.1E-6	2.0E-4	4.1E-5	5.2E-6
2300	2.7E-4	4.2E-9	2.0E-9	5.6E-6	1.8E-4	3.8E-5	4.8E-6
2400	2.4E-4	3.8E-9	1.5E-9	5.2E-6	1.6E-4	3.5E-5	4.5E-6
2500	2.2E-4	3.5E-9	1.2E-9	4.8E-6	1.4E-4	3.3E-5	4.1E-6
2600	2.0E-4	3.1E-9	9.6E-10	4.4E-6	1.3E-4	3.0E-5	3.8E-6
2700	1.8E-4	2.8E-9	7.8E-10	4.0E-6	1.1E-4	2.8E-5	3.5E-6
2800	1.6E-4	2.6E-9	6.5E-10	3.7E-6	1.0E-4	2.6E-5	3.2E-6
2900	1.4E-4	2.3E-9	5.5E-10	3.4E-6	9.2E-5	2.4E-5	3.0E-6
3000	1.3E-4	2.1E-9	4.8E-10	3.1E-6	8.3E-5	2.2E-5	2.8E-6
3100	1.2E-4	1.9E-9	4.2E-10	2.9E-6	7.4E-5	2.0E-5	2.5E-6
3200	1.1E-4	1.7E-9	3.7E-10	2.6E-6	6.7E-5	1.9E-5	2.3E-6
3300	9.5E-5	1.6E-9	3.2E-10	2.4E-6	6.0E-5	1.7E-5	2.1E-6
3400	8.6E-5	1.4E-9	2.9E-10	2.2E-6	5.3E-5	1.6E-5	2.0E-6
3500	7.8E-5	1.3E-9	2.6E-10	2.0E-6	4.8E-5	1.5E-5	1.8E-6
3600	7.0E-5	1.2E-9	2.3E-10	1.9E-6	4.3E-5	1.3E-5	1.7E-6
3650	6.6E-5	1.1E-9	2.2E-10	1.8E-6	4.1E-5	1.3E-5	1.6E-6
4000	4.6E-5	7.9E-10	1.5E-10	1.3E-6	2.8E-5	9.6E-6	1.2E-6
5000	1.7E-5	2.9E-10	-	5.4E-7	9.3E-6	4.0E-6	4.9E-7
6000	6.0E-6	1.1E-10	-	2.1E-7	3.1E-6	1.6E-6	1.9E-7
7000	2.1E-6	-	-	8.4E-8	1.0E-6	6.6E-7	7.6E-8
8000	7.7E-7	-	-	3.3E-8	3.5E-7	2.6E-7	3.0E-8
9000	2.8E-7	-	-	1.3E-8	1.2E-7	1.0E-7	1.1E-8
10000	1.0E-7	-	-	4.8E-9	4.0E-8	4.0E-8	4.3E-9
11000	3.6E-8	-	-	1.8E-9	1.3E-8	1.5E-8	1.6E-9
12000	1.3E-8	-	-	6.9E-10	4.4E-9	5.9E-9	6.1E-10
13000	4.7E-9	-	-	2.6E-10	1.5E-9	2.2E-9	2.3E-10
14000	1.7E-9	-	-	-	5.0E-10	8.5E-10	-
15000	6.2E-10	-	-	-	1.7E-10	3.2E-10	-
16000	2.3E-10	-	-	-	-	1.2E-10	-
