Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type S, Dioxide, fA=5E-4
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
23	2.3E-2	6.1E-6	6.3E-5	1.1E-4	2.2E-2	5.2E-5	3.8E-5
24	2.3E-2	5.9E-6	5.9E-5	1.0E-4	2.2E-2	5.2E-5	3.6E-5
25	2.2E-2	5.6E-6	5.6E-5	9.6E-5	2.2E-2	5.1E-5	3.5E-5
26	2.2E-2	5.4E-6	5.4E-5	9.3E-5	2.1E-2	5.0E-5	3.4E-5
27	2.2E-2	5.2E-6	5.2E-5	9.0E-5	2.1E-2	4.9E-5	3.3E-5
28	2.2E-2	5.0E-6	5.0E-5	8.7E-5	2.1E-2	4.9E-5	3.2E-5
29	2.2E-2	4.8E-6	4.8E-5	8.5E-5	2.1E-2	4.8E-5	3.1E-5
30	2.2E-2	4.6E-6	4.7E-5	8.3E-5	2.1E-2	4.8E-5	3.0E-5
31	2.2E-2	4.4E-6	4.6E-5	8.1E-5	2.1E-2	4.7E-5	2.9E-5
32	2.2E-2	4.3E-6	4.5E-5	8.0E-5	2.1E-2	4.7E-5	2.9E-5
33	2.2E-2	4.1E-6	4.4E-5	7.9E-5	2.1E-2	4.6E-5	2.8E-5
34	2.2E-2	4.0E-6	4.4E-5	7.8E-5	2.1E-2	4.6E-5	2.7E-5
35	2.2E-2	3.9E-6	4.3E-5	7.7E-5	2.1E-2	4.5E-5	2.7E-5
36	2.1E-2	3.7E-6	4.2E-5	7.6E-5	2.1E-2	4.5E-5	2.6E-5
37	2.1E-2	3.6E-6	4.2E-5	7.5E-5	2.1E-2	4.4E-5	2.6E-5
38	2.1E-2	3.5E-6	4.1E-5	7.4E-5	2.0E-2	4.4E-5	2.5E-5
39	2.1E-2	3.4E-6	4.1E-5	7.4E-5	2.0E-2	4.4E-5	2.5E-5
40	2.1E-2	3.3E-6	4.1E-5	7.3E-5	2.0E-2	4.3E-5	2.4E-5
41	2.1E-2	3.2E-6	4.0E-5	7.3E-5	2.0E-2	4.3E-5	2.4E-5
42	2.1E-2	3.1E-6	4.0E-5	7.2E-5	2.0E-2	4.3E-5	2.3E-5
43	2.1E-2	3.1E-6	4.0E-5	7.2E-5	2.0E-2	4.3E-5	2.3E-5
44	2.1E-2	3.0E-6	4.0E-5	7.1E-5	2.0E-2	4.2E-5	2.3E-5
45	2.1E-2	2.9E-6	3.9E-5	7.1E-5	2.0E-2	4.2E-5	2.2E-5
46	2.1E-2	2.8E-6	3.9E-5	7.0E-5	2.0E-2	4.2E-5	2.2E-5
47	2.1E-2	2.8E-6	3.9E-5	7.0E-5	2.0E-2	4.2E-5	2.2E-5
48	2.0E-2	2.7E-6	3.9E-5	6.9E-5	2.0E-2	4.1E-5	2.1E-5
49	2.0E-2	2.6E-6	3.8E-5	6.9E-5	2.0E-2	4.1E-5	2.1E-5
50	2.0E-2	2.6E-6	3.8E-5	6.9E-5	2.0E-2	4.1E-5	2.1E-5
51	2.0E-2	2.5E-6	3.8E-5	6.8E-5	1.9E-2	4.1E-5	2.1E-5
52	2.0E-2	2.5E-6	3.8E-5	6.8E-5	1.9E-2	4.1E-5	2.0E-5
53	2.0E-2	2.4E-6	3.7E-5	6.7E-5	1.9E-2	4.1E-5	2.0E-5
54	2.0E-2	2.4E-6	3.7E-5	6.7E-5	1.9E-2	4.1E-5	2.0E-5
55	2.0E-2	2.3E-6	3.7E-5	6.7E-5	1.9E-2	4.0E-5	2.0E-5
56	2.0E-2	2.3E-6	3.7E-5	6.6E-5	1.9E-2	4.0E-5	2.0E-5
57	2.0E-2	2.3E-6	3.7E-5	6.6E-5	1.9E-2	4.0E-5	1.9E-5
58	2.0E-2	2.2E-6	3.7E-5	6.6E-5	1.9E-2	4.0E-5	1.9E-5
59	2.0E-2	2.2E-6	3.6E-5	6.5E-5	1.9E-2	4.0E-5	1.9E-5
60	2.0E-2	2.2E-6	3.6E-5	6.5E-5	1.9E-2	4.0E-5	1.9E-5
61	1.9E-2	2.1E-6	3.6E-5	6.5E-5	1.9E-2	4.0E-5	1.9E-5
62	1.9E-2	2.1E-6	3.6E-5	6.4E-5	1.9E-2	4.0E-5	1.9E-5
63	1.9E-2	2.1E-6	3.6E-5	6.4E-5	1.9E-2	4.0E-5	1.8E-5
64	1.9E-2	2.0E-6	3.5E-5	6.4E-5	1.8E-2	4.0E-5	1.8E-5
65	1.9E-2	2.0E-6	3.5E-5	6.3E-5	1.8E-2	4.0E-5	1.8E-5
66	1.9E-2	2.0E-6	3.5E-5	6.3E-5	1.8E-2	3.9E-5	1.8E-5
67	1.9E-2	2.0E-6	3.5E-5	6.3E-5	1.8E-2	3.9E-5	1.8E-5
68	1.9E-2	1.9E-6	3.5E-5	6.2E-5	1.8E-2	3.9E-5	1.8E-5
69	1.9E-2	1.9E-6	3.4E-5	6.2E-5	1.8E-2	3.9E-5	1.8E-5
70	1.9E-2	1.9E-6	3.4E-5	6.2E-5	1.8E-2	3.9E-5	1.8E-5
71	1.9E-2	1.9E-6	3.4E-5	6.1E-5	1.8E-2	3.9E-5	1.7E-5
72	1.9E-2	1.8E-6	3.4E-5	6.1E-5	1.8E-2	3.9E-5	1.7E-5
73	1.9E-2	1.8E-6	3.4E-5	6.1E-5	1.8E-2	3.9E-5	1.7E-5
74	1.9E-2	1.8E-6	3.4E-5	6.1E-5	1.8E-2	3.9E-5	1.7E-5
75	1.8E-2	1.8E-6	3.3E-5	6.0E-5	1.8E-2	3.9E-5	1.7E-5
76	1.8E-2	1.8E-6	3.3E-5	6.0E-5	1.8E-2	3.9E-5	1.7E-5
77	1.8E-2	1.7E-6	3.3E-5	6.0E-5	1.8E-2	3.9E-5	1.7E-5
78	1.8E-2	1.7E-6	3.3E-5	5.9E-5	1.8E-2	3.9E-5	1.7E-5
79	1.8E-2	1.7E-6	3.3E-5	5.9E-5	1.7E-2	3.9E-5	1.7E-5
80	1.8E-2	1.7E-6	3.3E-5	5.9E-5	1.7E-2	3.9E-5	1.7E-5
81	1.8E-2	1.7E-6	3.2E-5	5.8E-5	1.7E-2	3.9E-5	1.6E-5
82	1.8E-2	1.7E-6	3.2E-5	5.8E-5	1.7E-2	3.9E-5	1.6E-5
83	1.8E-2	1.6E-6	3.2E-5	5.8E-5	1.7E-2	3.9E-5	1.6E-5
84	1.8E-2	1.6E-6	3.2E-5	5.8E-5	1.7E-2	3.9E-5	1.6E-5
85	1.8E-2	1.6E-6	3.2E-5	5.7E-5	1.7E-2	3.9E-5	1.6E-5
86	1.8E-2	1.6E-6	3.2E-5	5.7E-5	1.7E-2	3.9E-5	1.6E-5
87	1.8E-2	1.6E-6	3.2E-5	5.7E-5	1.7E-2	3.9E-5	1.6E-5
88	1.8E-2	1.6E-6	3.1E-5	5.6E-5	1.7E-2	3.9E-5	1.6E-5
89	1.7E-2	1.6E-6	3.1E-5	5.6E-5	1.7E-2	3.9E-5	1.6E-5
90	1.7E-2	1.5E-6	3.1E-5	5.6E-5	1.7E-2	3.9E-5	1.6E-5
91	1.7E-2	1.5E-6	3.1E-5	5.6E-5	1.7E-2	3.9E-5	1.6E-5
92	1.7E-2	1.5E-6	3.1E-5	5.5E-5	1.7E-2	3.9E-5	1.6E-5
93	1.7E-2	1.5E-6	3.1E-5	5.5E-5	1.7E-2	3.9E-5	1.6E-5
94	1.7E-2	1.5E-6	3.0E-5	5.5E-5	1.6E-2	3.8E-5	1.6E-5
95	1.7E-2	1.5E-6	3.0E-5	5.5E-5	1.6E-2	3.8E-5	1.5E-5
96	1.7E-2	1.5E-6	3.0E-5	5.4E-5	1.6E-2	3.8E-5	1.5E-5
97	1.7E-2	1.5E-6	3.0E-5	5.4E-5	1.6E-2	3.8E-5	1.5E-5
98	1.7E-2	1.5E-6	3.0E-5	5.4E-5	1.6E-2	3.8E-5	1.5E-5
99	1.7E-2	1.4E-6	3.0E-5	5.4E-5	1.6E-2	3.8E-5	1.5E-5
100	1.7E-2	1.4E-6	3.0E-5	5.3E-5	1.6E-2	3.8E-5	1.5E-5
110	1.6E-2	1.3E-6	2.8E-5	5.1E-5	1.6E-2	3.8E-5	1.5E-5
120	1.6E-2	1.3E-6	2.7E-5	4.8E-5	1.5E-2	3.8E-5	1.4E-5
130	1.5E-2	1.2E-6	2.5E-5	4.6E-5	1.4E-2	3.8E-5	1.4E-5
140	1.5E-2	1.2E-6	2.4E-5	4.4E-5	1.4E-2	3.8E-5	1.3E-5
150	1.4E-2	1.1E-6	2.3E-5	4.2E-5	1.3E-2	3.7E-5	1.3E-5
160	1.4E-2	1.1E-6	2.2E-5	4.0E-5	1.3E-2	3.7E-5	1.2E-5
170	1.3E-2	1.0E-6	2.1E-5	3.8E-5	1.2E-2	3.7E-5	1.2E-5
180	1.3E-2	9.7E-7	2.0E-5	3.6E-5	1.2E-2	3.7E-5	1.2E-5
190	1.2E-2	9.3E-7	1.9E-5	3.5E-5	1.2E-2	3.7E-5	1.1E-5
200	1.2E-2	9.0E-7	1.8E-5	3.3E-5	1.1E-2	3.6E-5	1.1E-5
210	1.1E-2	8.7E-7	1.7E-5	3.2E-5	1.1E-2	3.6E-5	1.1E-5
220	1.1E-2	8.4E-7	1.6E-5	3.0E-5	1.0E-2	3.6E-5	1.0E-5
230	1.1E-2	8.1E-7	1.6E-5	2.9E-5	1.0E-2	3.5E-5	1.0E-5
240	1.0E-2	7.8E-7	1.5E-5	2.7E-5	9.7E-3	3.5E-5	9.7E-6
250	9.9E-3	7.5E-7	1.4E-5	2.6E-5	9.4E-3	3.5E-5	9.4E-6
260	9.6E-3	7.3E-7	1.3E-5	2.5E-5	9.1E-3	3.4E-5	9.1E-6
270	9.3E-3	7.0E-7	1.3E-5	2.4E-5	8.8E-3	3.4E-5	8.8E-6
280	9.0E-3	6.8E-7	1.2E-5	2.3E-5	8.5E-3	3.4E-5	8.6E-6
290	8.7E-3	6.6E-7	1.2E-5	2.2E-5	8.2E-3	3.3E-5	8.3E-6
300	8.4E-3	6.4E-7	1.1E-5	2.1E-5	8.0E-3	3.3E-5	8.1E-6
310	8.1E-3	6.2E-7	1.0E-5	2.0E-5	7.7E-3	3.3E-5	7.8E-6
320	7.9E-3	6.0E-7	1.0E-5	1.9E-5	7.5E-3	3.2E-5	7.6E-6
330	7.6E-3	5.8E-7	9.5E-6	1.8E-5	7.2E-3	3.2E-5	7.4E-6
340	7.4E-3	5.6E-7	9.0E-6	1.7E-5	7.0E-3	3.2E-5	7.2E-6
350	7.2E-3	5.5E-7	8.6E-6	1.7E-5	6.8E-3	3.1E-5	7.0E-6
360	6.9E-3	5.3E-7	8.2E-6	1.6E-5	6.6E-3	3.1E-5	6.8E-6
365	6.8E-3	5.2E-7	8.0E-6	1.5E-5	6.4E-3	3.1E-5	6.7E-6
370	6.7E-3	5.2E-7	7.8E-6	1.5E-5	6.3E-3	3.1E-5	6.6E-6
380	6.5E-3	5.0E-7	7.4E-6	1.4E-5	6.2E-3	3.0E-5	6.4E-6
390	6.3E-3	4.9E-7	7.0E-6	1.4E-5	6.0E-3	3.0E-5	6.2E-6
400	6.1E-3	4.7E-7	6.7E-6	1.3E-5	5.8E-3	3.0E-5	6.0E-6
410	6.0E-3	4.6E-7	6.4E-6	1.3E-5	5.6E-3	2.9E-5	5.8E-6
420	5.8E-3	4.5E-7	6.1E-6	1.2E-5	5.4E-3	2.9E-5	5.7E-6
430	5.6E-3	4.3E-7	5.8E-6	1.1E-5	5.3E-3	2.8E-5	5.5E-6
440	5.5E-3	4.2E-7	5.5E-6	1.1E-5	5.1E-3	2.8E-5	5.3E-6
450	5.3E-3	4.1E-7	5.2E-6	1.1E-5	5.0E-3	2.8E-5	5.2E-6
460	5.1E-3	4.0E-7	5.0E-6	1.0E-5	4.8E-3	2.7E-5	5.0E-6
470	5.0E-3	3.9E-7	4.8E-6	9.6E-6	4.7E-3	2.7E-5	4.9E-6
480	4.9E-3	3.8E-7	4.5E-6	9.2E-6	4.5E-3	2.7E-5	4.7E-6
490	4.7E-3	3.7E-7	4.3E-6	8.8E-6	4.4E-3	2.6E-5	4.6E-6
500	4.6E-3	3.6E-7	4.1E-6	8.4E-6	4.3E-3	2.6E-5	4.5E-6
510	4.5E-3	3.5E-7	3.9E-6	8.1E-6	4.2E-3	2.6E-5	4.4E-6
520	4.3E-3	3.4E-7	3.7E-6	7.7E-6	4.0E-3	2.5E-5	4.2E-6
530	4.2E-3	3.3E-7	3.5E-6	7.4E-6	3.9E-3	2.5E-5	4.1E-6
540	4.1E-3	3.2E-7	3.4E-6	7.1E-6	3.8E-3	2.5E-5	4.0E-6
550	4.0E-3	3.1E-7	3.2E-6	6.8E-6	3.7E-3	2.4E-5	3.9E-6
560	3.9E-3	3.0E-7	3.1E-6	6.5E-6	3.6E-3	2.4E-5	3.8E-6
570	3.8E-3	3.0E-7	2.9E-6	6.2E-6	3.5E-3	2.4E-5	3.7E-6
580	3.7E-3	2.9E-7	2.8E-6	6.0E-6	3.4E-3	2.3E-5	3.6E-6
590	3.6E-3	2.8E-7	2.6E-6	5.7E-6	3.3E-3	2.3E-5	3.5E-6
600	3.5E-3	2.7E-7	2.5E-6	5.5E-6	3.2E-3	2.3E-5	3.4E-6
610	3.4E-3	2.7E-7	2.4E-6	5.2E-6	3.2E-3	2.2E-5	3.3E-6
620	3.3E-3	2.6E-7	2.3E-6	5.0E-6	3.1E-3	2.2E-5	3.2E-6
630	3.2E-3	2.5E-7	2.2E-6	4.8E-6	3.0E-3	2.2E-5	3.1E-6
640	3.1E-3	2.5E-7	2.1E-6	4.6E-6	2.9E-3	2.1E-5	3.0E-6
650	3.1E-3	2.4E-7	2.0E-6	4.4E-6	2.8E-3	2.1E-5	2.9E-6
660	3.0E-3	2.3E-7	1.9E-6	4.3E-6	2.8E-3	2.1E-5	2.9E-6
670	2.9E-3	2.3E-7	1.8E-6	4.1E-6	2.7E-3	2.0E-5	2.8E-6
680	2.8E-3	2.2E-7	1.7E-6	3.9E-6	2.6E-3	2.0E-5	2.7E-6
690	2.8E-3	2.2E-7	1.6E-6	3.8E-6	2.6E-3	2.0E-5	2.6E-6
700	2.7E-3	2.1E-7	1.5E-6	3.6E-6	2.5E-3	1.9E-5	2.6E-6
710	2.6E-3	2.1E-7	1.5E-6	3.5E-6	2.4E-3	1.9E-5	2.5E-6
720	2.6E-3	2.0E-7	1.4E-6	3.3E-6	2.4E-3	1.9E-5	2.4E-6
730	2.5E-3	2.0E-7	1.3E-6	3.2E-6	2.3E-3	1.9E-5	2.4E-6
740	2.4E-3	1.9E-7	1.3E-6	3.1E-6	2.3E-3	1.8E-5	2.3E-6
750	2.4E-3	1.9E-7	1.2E-6	3.0E-6	2.2E-3	1.8E-5	2.3E-6
760	2.3E-3	1.8E-7	1.2E-6	2.8E-6	2.1E-3	1.8E-5	2.2E-6
770	2.3E-3	1.8E-7	1.1E-6	2.7E-6	2.1E-3	1.7E-5	2.1E-6
780	2.2E-3	1.8E-7	1.0E-6	2.6E-6	2.0E-3	1.7E-5	2.1E-6
790	2.2E-3	1.7E-7	1.0E-6	2.5E-6	2.0E-3	1.7E-5	2.0E-6
800	2.1E-3	1.7E-7	9.5E-7	2.4E-6	1.9E-3	1.7E-5	2.0E-6
810	2.1E-3	1.6E-7	9.0E-7	2.3E-6	1.9E-3	1.6E-5	1.9E-6
820	2.0E-3	1.6E-7	8.6E-7	2.2E-6	1.9E-3	1.6E-5	1.9E-6
830	2.0E-3	1.6E-7	8.2E-7	2.2E-6	1.8E-3	1.6E-5	1.8E-6
840	1.9E-3	1.5E-7	7.8E-7	2.1E-6	1.8E-3	1.6E-5	1.8E-6
850	1.9E-3	1.5E-7	7.4E-7	2.0E-6	1.7E-3	1.5E-5	1.7E-6
860	1.8E-3	1.5E-7	7.1E-7	1.9E-6	1.7E-3	1.5E-5	1.7E-6
870	1.8E-3	1.4E-7	6.8E-7	1.9E-6	1.6E-3	1.5E-5	1.7E-6
880	1.8E-3	1.4E-7	6.4E-7	1.8E-6	1.6E-3	1.5E-5	1.6E-6
890	1.7E-3	1.4E-7	6.1E-7	1.7E-6	1.6E-3	1.4E-5	1.6E-6
900	1.7E-3	1.3E-7	5.8E-7	1.7E-6	1.5E-3	1.4E-5	1.5E-6
910	1.6E-3	1.3E-7	5.6E-7	1.6E-6	1.5E-3	1.4E-5	1.5E-6
920	1.6E-3	1.3E-7	5.3E-7	1.5E-6	1.5E-3	1.4E-5	1.5E-6
930	1.6E-3	1.2E-7	5.1E-7	1.5E-6	1.4E-3	1.3E-5	1.4E-6
940	1.5E-3	1.2E-7	4.8E-7	1.4E-6	1.4E-3	1.3E-5	1.4E-6
950	1.5E-3	1.2E-7	4.6E-7	1.4E-6	1.4E-3	1.3E-5	1.4E-6
960	1.5E-3	1.2E-7	4.4E-7	1.3E-6	1.3E-3	1.3E-5	1.3E-6
970	1.4E-3	1.1E-7	4.2E-7	1.3E-6	1.3E-3	1.3E-5	1.3E-6
980	1.4E-3	1.1E-7	4.0E-7	1.2E-6	1.3E-3	1.2E-5	1.3E-6
990	1.4E-3	1.1E-7	3.8E-7	1.2E-6	1.3E-3	1.2E-5	1.2E-6
1000	1.3E-3	1.1E-7	3.6E-7	1.2E-6	1.2E-3	1.2E-5	1.2E-6
1010	1.3E-3	1.0E-7	3.5E-7	1.1E-6	1.2E-3	1.2E-5	1.2E-6
1020	1.3E-3	1.0E-7	3.3E-7	1.1E-6	1.2E-3	1.2E-5	1.1E-6
1030	1.3E-3	1.0E-7	3.1E-7	1.1E-6	1.1E-3	1.1E-5	1.1E-6
1040	1.2E-3	9.8E-8	3.0E-7	1.0E-6	1.1E-3	1.1E-5	1.1E-6
1050	1.2E-3	9.6E-8	2.9E-7	9.8E-7	1.1E-3	1.1E-5	1.1E-6
1060	1.2E-3	9.4E-8	2.7E-7	9.5E-7	1.1E-3	1.1E-5	1.0E-6
1070	1.1E-3	9.2E-8	2.6E-7	9.2E-7	1.0E-3	1.1E-5	1.0E-6
1080	1.1E-3	9.0E-8	2.5E-7	8.9E-7	1.0E-3	1.1E-5	1.0E-6
1090	1.1E-3	8.8E-8	2.4E-7	8.6E-7	1.0E-3	1.0E-5	9.8E-7
1095	1.1E-3	8.7E-8	2.3E-7	8.5E-7	9.9E-4	1.0E-5	9.6E-7
1100	1.1E-3	8.6E-8	2.3E-7	8.3E-7	9.8E-4	1.0E-5	9.5E-7
1200	8.7E-4	7.0E-8	1.4E-7	6.1E-7	7.9E-4	8.6E-6	7.6E-7
1300	7.1E-4	5.7E-8	8.9E-8	4.5E-7	6.4E-4	7.3E-6	6.1E-7
1400	5.8E-4	4.6E-8	5.7E-8	3.4E-7	5.2E-4	6.1E-6	4.9E-7
1500	4.7E-4	3.8E-8	3.7E-8	2.7E-7	4.3E-4	5.1E-6	4.0E-7
1600	3.8E-4	3.1E-8	2.4E-8	2.1E-7	3.5E-4	4.3E-6	3.2E-7
1700	3.2E-4	2.5E-8	1.6E-8	1.6E-7	2.9E-4	3.6E-6	2.6E-7
1800	2.6E-4	2.1E-8	1.1E-8	1.3E-7	2.3E-4	3.0E-6	2.1E-7
1900	2.1E-4	1.7E-8	7.8E-9	1.0E-7	1.9E-4	2.6E-6	1.8E-7
2000	1.7E-4	1.4E-8	5.6E-9	8.4E-8	1.6E-4	2.1E-6	1.4E-7
2100	1.4E-4	1.1E-8	4.1E-9	6.8E-8	1.3E-4	1.8E-6	1.2E-7
2200	1.2E-4	9.4E-9	3.1E-9	5.5E-8	1.1E-4	1.5E-6	9.7E-8
2300	9.7E-5	7.7E-9	2.3E-9	4.5E-8	8.8E-5	1.3E-6	7.9E-8
2400	7.9E-5	6.4E-9	1.8E-9	3.7E-8	7.2E-5	1.0E-6	6.5E-8
2500	6.5E-5	5.2E-9	1.4E-9	3.0E-8	5.9E-5	8.7E-7	5.4E-8
2600	5.4E-5	4.3E-9	1.1E-9	2.5E-8	4.9E-5	7.3E-7	4.4E-8
2700	4.4E-5	3.5E-9	8.9E-10	2.0E-8	4.0E-5	6.1E-7	3.6E-8
2800	3.6E-5	2.9E-9	7.1E-10	1.7E-8	3.3E-5	5.1E-7	3.0E-8
2900	3.0E-5	2.4E-9	5.8E-10	1.4E-8	2.7E-5	4.2E-7	2.4E-8
3000	2.5E-5	2.0E-9	4.7E-10	1.1E-8	2.2E-5	3.5E-7	2.0E-8
3100	2.0E-5	1.6E-9	3.8E-10	9.1E-9	1.8E-5	2.9E-7	1.7E-8
3200	1.7E-5	1.3E-9	3.1E-10	7.5E-9	1.5E-5	2.5E-7	1.4E-8
3300	1.4E-5	1.1E-9	2.6E-10	6.1E-9	1.2E-5	2.0E-7	1.1E-8
3400	1.1E-5	9.0E-10	2.1E-10	5.0E-9	1.0E-5	1.7E-7	9.2E-9
3500	9.3E-6	7.4E-10	1.7E-10	4.1E-9	8.4E-6	1.4E-7	7.6E-9
3600	7.6E-6	6.1E-10	1.4E-10	3.4E-9	6.9E-6	1.2E-7	6.2E-9
3650	6.9E-6	5.5E-10	1.3E-10	3.1E-9	6.2E-6	1.1E-7	5.6E-9
4000	3.5E-6	2.8E-10	-	1.6E-9	3.1E-6	5.7E-8	2.8E-9
5000	4.9E-7	-	-	2.2E-10	4.5E-7	8.9E-9	4.0E-10
6000	7.0E-8	-	-	-	6.3E-8	1.4E-9	-
7000	9.9E-9	-	-	-	8.9E-9	2.1E-10	-
8000	1.4E-9	-	-	-	1.3E-9	-	-
9000	2.0E-10	-	-	-	1.8E-10	-	-
