Radionuclide	Sb-120m
Route of Intake	Injection
Material	Injection, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
46	9.0E-4	7.2E-6	1.1E-6	1.9E-5	2.3E-6	2.2E-5	2.8E-5
47	7.9E-4	6.3E-6	9.8E-7	1.7E-5	2.0E-6	1.9E-5	2.5E-5
48	6.9E-4	5.5E-6	8.5E-7	1.5E-5	1.7E-6	1.7E-5	2.2E-5
49	6.1E-4	4.8E-6	7.5E-7	1.3E-5	1.5E-6	1.5E-5	2.0E-5
50	5.4E-4	4.2E-6	6.5E-7	1.1E-5	1.3E-6	1.3E-5	1.7E-5
51	4.7E-4	3.7E-6	5.7E-7	9.9E-6	1.1E-6	1.2E-5	1.5E-5
52	4.1E-4	3.2E-6	5.0E-7	8.6E-6	9.4E-7	1.0E-5	1.4E-5
53	3.6E-4	2.8E-6	4.4E-7	7.6E-6	8.1E-7	9.0E-6	1.2E-5
54	3.2E-4	2.5E-6	3.8E-7	6.7E-6	7.0E-7	7.9E-6	1.1E-5
55	2.8E-4	2.2E-6	3.4E-7	5.9E-6	6.1E-7	7.0E-6	9.5E-6
56	2.5E-4	1.9E-6	2.9E-7	5.1E-6	5.3E-7	6.2E-6	8.4E-6
57	2.2E-4	1.7E-6	2.6E-7	4.5E-6	4.6E-7	5.5E-6	7.4E-6
58	1.9E-4	1.5E-6	2.3E-7	4.0E-6	4.0E-7	4.8E-6	6.6E-6
59	1.7E-4	1.3E-6	2.0E-7	3.5E-6	3.5E-7	4.3E-6	5.8E-6
60	1.5E-4	1.1E-6	1.7E-7	3.1E-6	3.1E-7	3.8E-6	5.2E-6
61	1.3E-4	1.0E-6	1.5E-7	2.7E-6	2.7E-7	3.3E-6	4.6E-6
62	1.1E-4	8.8E-7	1.3E-7	2.4E-6	2.3E-7	2.9E-6	4.1E-6
63	1.0E-4	7.7E-7	1.2E-7	2.1E-6	2.0E-7	2.6E-6	3.6E-6
64	8.8E-5	6.7E-7	1.0E-7	1.8E-6	1.8E-7	2.3E-6	3.2E-6
65	7.7E-5	5.9E-7	9.0E-8	1.6E-6	1.6E-7	2.0E-6	2.8E-6
66	6.8E-5	5.2E-7	7.9E-8	1.4E-6	1.4E-7	1.8E-6	2.5E-6
67	5.9E-5	4.6E-7	7.0E-8	1.2E-6	1.2E-7	1.6E-6	2.2E-6
68	5.2E-5	4.0E-7	6.1E-8	1.1E-6	1.0E-7	1.4E-6	2.0E-6
69	4.6E-5	3.5E-7	5.4E-8	9.5E-7	9.2E-8	1.2E-6	1.7E-6
70	4.0E-5	3.1E-7	4.7E-8	8.4E-7	8.0E-8	1.1E-6	1.6E-6
71	3.5E-5	2.7E-7	4.1E-8	7.3E-7	7.1E-8	9.7E-7	1.4E-6
72	3.1E-5	2.4E-7	3.6E-8	6.4E-7	6.2E-8	8.6E-7	1.2E-6
73	2.7E-5	2.1E-7	3.2E-8	5.7E-7	5.4E-8	7.6E-7	1.1E-6
74	2.4E-5	1.8E-7	2.8E-8	5.0E-7	4.8E-8	6.7E-7	9.6E-7
75	2.1E-5	1.6E-7	2.5E-8	4.4E-7	4.2E-8	5.9E-7	8.5E-7
76	1.9E-5	1.4E-7	2.2E-8	3.8E-7	3.7E-8	5.3E-7	7.5E-7
77	1.6E-5	1.2E-7	1.9E-8	3.4E-7	3.2E-8	4.7E-7	6.7E-7
78	1.4E-5	1.1E-7	1.7E-8	3.0E-7	2.8E-8	4.1E-7	5.9E-7
79	1.3E-5	9.6E-8	1.5E-8	2.6E-7	2.5E-8	3.6E-7	5.2E-7
80	1.1E-5	8.4E-8	1.3E-8	2.3E-7	2.2E-8	3.2E-7	4.6E-7
81	9.8E-6	7.4E-8	1.1E-8	2.0E-7	1.9E-8	2.8E-7	4.1E-7
82	8.6E-6	6.5E-8	9.9E-9	1.8E-7	1.7E-8	2.5E-7	3.7E-7
83	7.5E-6	5.7E-8	8.7E-9	1.5E-7	1.5E-8	2.2E-7	3.2E-7
84	6.6E-6	5.0E-8	7.6E-9	1.4E-7	1.3E-8	2.0E-7	2.9E-7
85	5.8E-6	4.4E-8	6.7E-9	1.2E-7	1.1E-8	1.7E-7	2.5E-7
86	5.1E-6	3.9E-8	5.9E-9	1.1E-7	9.9E-9	1.5E-7	2.3E-7
87	4.5E-6	3.4E-8	5.2E-9	9.2E-8	8.7E-9	1.4E-7	2.0E-7
88	4.0E-6	3.0E-8	4.5E-9	8.1E-8	7.7E-9	1.2E-7	1.8E-7
89	3.5E-6	2.6E-8	4.0E-9	7.1E-8	6.7E-9	1.1E-7	1.6E-7
90	3.1E-6	2.3E-8	3.5E-9	6.3E-8	5.9E-9	9.4E-8	1.4E-7
91	2.7E-6	2.0E-8	3.1E-9	5.5E-8	5.2E-9	8.4E-8	1.2E-7
92	2.4E-6	1.8E-8	2.7E-9	4.8E-8	4.6E-9	7.4E-8	1.1E-7
93	2.1E-6	1.6E-8	2.4E-9	4.2E-8	4.0E-9	6.5E-8	9.7E-8
94	1.8E-6	1.4E-8	2.1E-9	3.7E-8	3.5E-9	5.8E-8	8.6E-8
95	1.6E-6	1.2E-8	1.8E-9	3.3E-8	3.1E-9	5.1E-8	7.6E-8
96	1.4E-6	1.1E-8	1.6E-9	2.9E-8	2.7E-9	4.5E-8	6.7E-8
97	1.2E-6	9.3E-9	1.4E-9	2.5E-8	2.4E-9	4.0E-8	6.0E-8
98	1.1E-6	8.1E-9	1.2E-9	2.2E-8	2.1E-9	3.5E-8	5.3E-8
99	9.6E-7	7.2E-9	1.1E-9	1.9E-8	1.8E-9	3.1E-8	4.7E-8
100	8.4E-7	6.3E-9	9.6E-10	1.7E-8	1.6E-9	2.8E-8	4.2E-8
110	2.3E-7	1.7E-9	2.6E-10	4.7E-9	4.4E-10	8.2E-9	1.2E-8
120	6.4E-8	4.7E-10	-	1.3E-9	1.2E-10	2.4E-9	3.7E-9
130	1.8E-8	1.3E-10	-	3.5E-10	-	7.1E-10	1.1E-9
140	4.9E-9	-	-	-	-	2.1E-10	3.3E-10
150	1.4E-9	-	-	-	-	-	-
160	3.7E-10	-	-	-	-	-	-
170	1.0E-10	-	-	-	-	-	-
