Radionuclide	Tc-97m
Route of Intake	Injection
Material	Injection, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
33	1.3E-2	1.5E-4	2.7E-4	7.0E-4	8.6E-6	9.2E-4	1.9E-3
34	1.2E-2	1.4E-4	2.6E-4	6.7E-4	8.2E-6	9.1E-4	1.8E-3
35	1.2E-2	1.3E-4	2.5E-4	6.4E-4	7.8E-6	9.0E-4	1.7E-3
36	1.1E-2	1.3E-4	2.4E-4	6.1E-4	7.5E-6	8.9E-4	1.7E-3
37	1.1E-2	1.2E-4	2.3E-4	5.8E-4	7.1E-6	8.8E-4	1.6E-3
38	1.1E-2	1.2E-4	2.2E-4	5.6E-4	6.8E-6	8.7E-4	1.5E-3
39	1.0E-2	1.1E-4	2.1E-4	5.4E-4	6.6E-6	8.6E-4	1.5E-3
40	9.8E-3	1.1E-4	2.0E-4	5.1E-4	6.3E-6	8.5E-4	1.4E-3
41	9.5E-3	1.0E-4	1.9E-4	4.9E-4	6.0E-6	8.4E-4	1.4E-3
42	9.1E-3	1.0E-4	1.8E-4	4.7E-4	5.8E-6	8.3E-4	1.3E-3
43	8.8E-3	9.6E-5	1.8E-4	4.5E-4	5.6E-6	8.2E-4	1.2E-3
44	8.4E-3	9.2E-5	1.7E-4	4.4E-4	5.3E-6	8.2E-4	1.2E-3
45	8.1E-3	8.8E-5	1.6E-4	4.2E-4	5.1E-6	8.1E-4	1.1E-3
46	7.8E-3	8.5E-5	1.5E-4	4.0E-4	4.9E-6	8.0E-4	1.1E-3
47	7.5E-3	8.1E-5	1.5E-4	3.8E-4	4.7E-6	7.9E-4	1.1E-3
48	7.2E-3	7.8E-5	1.4E-4	3.7E-4	4.5E-6	7.8E-4	1.0E-3
49	7.0E-3	7.5E-5	1.4E-4	3.5E-4	4.3E-6	7.8E-4	9.7E-4
50	6.7E-3	7.2E-5	1.3E-4	3.4E-4	4.2E-6	7.7E-4	9.3E-4
51	6.5E-3	6.9E-5	1.3E-4	3.3E-4	4.0E-6	7.6E-4	9.0E-4
52	6.2E-3	6.6E-5	1.2E-4	3.1E-4	3.8E-6	7.5E-4	8.6E-4
53	6.0E-3	6.4E-5	1.2E-4	3.0E-4	3.7E-6	7.5E-4	8.3E-4
54	5.8E-3	6.1E-5	1.1E-4	2.9E-4	3.5E-6	7.4E-4	7.9E-4
55	5.6E-3	5.9E-5	1.1E-4	2.8E-4	3.4E-6	7.3E-4	7.6E-4
56	5.4E-3	5.6E-5	1.0E-4	2.7E-4	3.3E-6	7.2E-4	7.3E-4
57	5.2E-3	5.4E-5	9.8E-5	2.6E-4	3.1E-6	7.2E-4	7.0E-4
58	5.0E-3	5.2E-5	9.5E-5	2.4E-4	3.0E-6	7.1E-4	6.7E-4
59	4.8E-3	5.0E-5	9.1E-5	2.4E-4	2.9E-6	7.0E-4	6.5E-4
60	4.7E-3	4.8E-5	8.7E-5	2.3E-4	2.8E-6	7.0E-4	6.2E-4
61	4.5E-3	4.6E-5	8.4E-5	2.2E-4	2.7E-6	6.9E-4	6.0E-4
62	4.3E-3	4.4E-5	8.0E-5	2.1E-4	2.5E-6	6.8E-4	5.7E-4
63	4.2E-3	4.2E-5	7.7E-5	2.0E-4	2.4E-6	6.8E-4	5.5E-4
64	4.0E-3	4.1E-5	7.4E-5	1.9E-4	2.3E-6	6.7E-4	5.3E-4
65	3.9E-3	3.9E-5	7.1E-5	1.8E-4	2.3E-6	6.7E-4	5.1E-4
66	3.8E-3	3.7E-5	6.8E-5	1.8E-4	2.2E-6	6.6E-4	4.9E-4
67	3.6E-3	3.6E-5	6.5E-5	1.7E-4	2.1E-6	6.5E-4	4.7E-4
68	3.5E-3	3.4E-5	6.3E-5	1.6E-4	2.0E-6	6.5E-4	4.5E-4
69	3.4E-3	3.3E-5	6.0E-5	1.6E-4	1.9E-6	6.4E-4	4.3E-4
70	3.3E-3	3.2E-5	5.8E-5	1.5E-4	1.8E-6	6.4E-4	4.1E-4
71	3.2E-3	3.0E-5	5.6E-5	1.4E-4	1.8E-6	6.3E-4	4.0E-4
72	3.0E-3	2.9E-5	5.3E-5	1.4E-4	1.7E-6	6.3E-4	3.8E-4
73	2.9E-3	2.8E-5	5.1E-5	1.3E-4	1.6E-6	6.2E-4	3.6E-4
74	2.8E-3	2.7E-5	4.9E-5	1.3E-4	1.6E-6	6.1E-4	3.5E-4
75	2.7E-3	2.6E-5	4.7E-5	1.2E-4	1.5E-6	6.1E-4	3.4E-4
76	2.7E-3	2.5E-5	4.5E-5	1.2E-4	1.4E-6	6.0E-4	3.2E-4
77	2.6E-3	2.4E-5	4.3E-5	1.1E-4	1.4E-6	6.0E-4	3.1E-4
78	2.5E-3	2.3E-5	4.2E-5	1.1E-4	1.3E-6	5.9E-4	3.0E-4
79	2.4E-3	2.2E-5	4.0E-5	1.0E-4	1.3E-6	5.9E-4	2.9E-4
80	2.3E-3	2.1E-5	3.8E-5	1.0E-4	1.2E-6	5.8E-4	2.7E-4
81	2.3E-3	2.0E-5	3.7E-5	9.6E-5	1.2E-6	5.8E-4	2.6E-4
82	2.2E-3	1.9E-5	3.5E-5	9.2E-5	1.1E-6	5.7E-4	2.5E-4
83	2.1E-3	1.9E-5	3.4E-5	8.8E-5	1.1E-6	5.7E-4	2.4E-4
84	2.0E-3	1.8E-5	3.3E-5	8.5E-5	1.0E-6	5.6E-4	2.3E-4
85	2.0E-3	1.7E-5	3.1E-5	8.1E-5	9.9E-7	5.6E-4	2.2E-4
86	1.9E-3	1.7E-5	3.0E-5	7.8E-5	9.5E-7	5.5E-4	2.1E-4
87	1.9E-3	1.6E-5	2.9E-5	7.5E-5	9.2E-7	5.5E-4	2.1E-4
88	1.8E-3	1.5E-5	2.8E-5	7.2E-5	8.8E-7	5.4E-4	2.0E-4
89	1.7E-3	1.5E-5	2.7E-5	6.9E-5	8.4E-7	5.4E-4	1.9E-4
90	1.7E-3	1.4E-5	2.6E-5	6.6E-5	8.1E-7	5.4E-4	1.8E-4
91	1.6E-3	1.3E-5	2.5E-5	6.4E-5	7.8E-7	5.3E-4	1.7E-4
92	1.6E-3	1.3E-5	2.4E-5	6.1E-5	7.5E-7	5.3E-4	1.7E-4
93	1.5E-3	1.2E-5	2.3E-5	5.9E-5	7.2E-7	5.2E-4	1.6E-4
94	1.5E-3	1.2E-5	2.2E-5	5.6E-5	6.9E-7	5.2E-4	1.5E-4
95	1.5E-3	1.1E-5	2.1E-5	5.4E-5	6.6E-7	5.1E-4	1.5E-4
96	1.4E-3	1.1E-5	2.0E-5	5.2E-5	6.3E-7	5.1E-4	1.4E-4
97	1.4E-3	1.1E-5	1.9E-5	5.0E-5	6.1E-7	5.0E-4	1.4E-4
98	1.3E-3	1.0E-5	1.8E-5	4.8E-5	5.9E-7	5.0E-4	1.3E-4
99	1.3E-3	9.7E-6	1.8E-5	4.6E-5	5.6E-7	5.0E-4	1.3E-4
100	1.3E-3	9.3E-6	1.7E-5	4.4E-5	5.4E-7	4.9E-4	1.2E-4
110	9.6E-4	6.2E-6	1.1E-5	2.9E-5	3.6E-7	4.5E-4	8.0E-5
120	7.6E-4	4.1E-6	7.5E-6	1.9E-5	2.4E-7	4.2E-4	5.3E-5
130	6.1E-4	2.8E-6	5.0E-6	1.3E-5	1.6E-7	3.8E-4	3.5E-5
140	5.0E-4	1.8E-6	3.3E-6	8.7E-6	1.1E-7	3.5E-4	2.3E-5
150	4.3E-4	1.2E-6	2.2E-6	5.8E-6	7.1E-8	3.3E-4	1.6E-5
160	3.7E-4	8.3E-7	1.5E-6	3.9E-6	4.8E-8	3.0E-4	1.0E-5
170	3.2E-4	5.6E-7	1.0E-6	2.6E-6	3.2E-8	2.8E-4	6.9E-6
180	2.9E-4	3.8E-7	6.8E-7	1.8E-6	2.2E-8	2.6E-4	4.6E-6
190	2.6E-4	2.6E-7	4.7E-7	1.2E-6	1.5E-8	2.4E-4	3.0E-6
200	2.3E-4	1.8E-7	3.2E-7	8.2E-7	1.0E-8	2.2E-4	2.0E-6
210	2.1E-4	1.2E-7	2.2E-7	5.7E-7	7.1E-9	2.0E-4	1.4E-6
220	1.9E-4	8.7E-8	1.6E-7	4.0E-7	5.1E-9	1.9E-4	9.0E-7
230	1.8E-4	6.3E-8	1.1E-7	2.8E-7	3.6E-9	1.7E-4	6.0E-7
240	1.6E-4	4.6E-8	8.3E-8	2.1E-7	2.7E-9	1.6E-4	4.0E-7
250	1.5E-4	3.5E-8	6.2E-8	1.5E-7	2.0E-9	1.5E-4	2.7E-7
260	1.4E-4	2.7E-8	4.8E-8	1.2E-7	1.6E-9	1.4E-4	1.8E-7
270	1.3E-4	2.2E-8	3.8E-8	9.2E-8	1.3E-9	1.3E-4	1.2E-7
280	1.2E-4	1.8E-8	3.1E-8	7.4E-8	1.0E-9	1.2E-4	8.6E-8
290	1.1E-4	1.5E-8	2.6E-8	6.1E-8	8.6E-10	1.1E-4	5.9E-8
300	9.9E-5	1.3E-8	2.2E-8	5.1E-8	7.3E-10	9.9E-5	4.2E-8
310	9.1E-5	1.1E-8	1.9E-8	4.4E-8	6.4E-10	9.1E-5	3.0E-8
320	8.4E-5	9.7E-9	1.7E-8	3.9E-8	5.6E-10	8.4E-5	2.2E-8
330	7.8E-5	8.6E-9	1.5E-8	3.4E-8	5.0E-10	7.8E-5	1.6E-8
340	7.2E-5	7.8E-9	1.3E-8	3.1E-8	4.5E-10	7.2E-5	1.2E-8
350	6.6E-5	7.0E-9	1.2E-8	2.8E-8	4.1E-10	6.6E-5	9.8E-9
360	6.1E-5	6.4E-9	1.1E-8	2.5E-8	3.7E-10	6.1E-5	7.9E-9
365	5.9E-5	6.1E-9	1.0E-8	2.4E-8	3.5E-10	5.9E-5	7.2E-9
370	5.7E-5	5.8E-9	1.0E-8	2.3E-8	3.4E-10	5.7E-5	6.5E-9
380	5.2E-5	5.3E-9	9.1E-9	2.1E-8	3.1E-10	5.2E-5	5.5E-9
390	4.8E-5	4.9E-9	8.4E-9	1.9E-8	2.8E-10	4.8E-5	4.8E-9
400	4.5E-5	4.5E-9	7.7E-9	1.8E-8	2.6E-10	4.5E-5	4.2E-9
410	4.1E-5	4.1E-9	7.1E-9	1.6E-8	2.4E-10	4.1E-5	3.7E-9
420	3.8E-5	3.8E-9	6.5E-9	1.5E-8	2.2E-10	3.8E-5	3.3E-9
430	3.5E-5	3.5E-9	6.0E-9	1.4E-8	2.0E-10	3.5E-5	3.0E-9
440	3.2E-5	3.2E-9	5.5E-9	1.3E-8	1.9E-10	3.2E-5	2.7E-9
450	3.0E-5	3.0E-9	5.1E-9	1.2E-8	1.7E-10	3.0E-5	2.5E-9
460	2.8E-5	2.7E-9	4.7E-9	1.1E-8	1.6E-10	2.8E-5	2.3E-9
470	2.6E-5	2.5E-9	4.3E-9	9.8E-9	1.5E-10	2.5E-5	2.1E-9
480	2.4E-5	2.3E-9	4.0E-9	9.0E-9	1.4E-10	2.4E-5	1.9E-9
490	2.2E-5	2.1E-9	3.7E-9	8.3E-9	1.2E-10	2.2E-5	1.8E-9
500	2.0E-5	2.0E-9	3.4E-9	7.6E-9	1.1E-10	2.0E-5	1.6E-9
510	1.9E-5	1.8E-9	3.1E-9	7.0E-9	1.1E-10	1.9E-5	1.5E-9
520	1.7E-5	1.7E-9	2.9E-9	6.4E-9	-	1.7E-5	1.4E-9
530	1.6E-5	1.6E-9	2.6E-9	5.9E-9	-	1.6E-5	1.3E-9
540	1.5E-5	1.4E-9	2.4E-9	5.5E-9	-	1.5E-5	1.2E-9
550	1.4E-5	1.3E-9	2.3E-9	5.1E-9	-	1.3E-5	1.1E-9
560	1.2E-5	1.2E-9	2.1E-9	4.7E-9	-	1.2E-5	9.9E-10
570	1.2E-5	1.1E-9	1.9E-9	4.3E-9	-	1.2E-5	9.1E-10
580	1.1E-5	1.0E-9	1.8E-9	4.0E-9	-	1.1E-5	8.4E-10
590	9.8E-6	9.5E-10	1.6E-9	3.7E-9	-	9.8E-6	7.8E-10
600	9.1E-6	8.8E-10	1.5E-9	3.4E-9	-	9.1E-6	7.2E-10
610	8.4E-6	8.1E-10	1.4E-9	3.1E-9	-	8.4E-6	6.6E-10
620	7.7E-6	7.5E-10	1.3E-9	2.9E-9	-	7.7E-6	6.1E-10
630	7.1E-6	6.9E-10	1.2E-9	2.5E-9	-	7.1E-6	5.6E-10
640	6.6E-6	6.4E-10	1.1E-9	2.3E-9	-	6.6E-6	5.2E-10
650	6.1E-6	5.9E-10	1.0E-9	2.2E-9	-	6.1E-6	4.8E-10
660	5.6E-6	5.4E-10	9.2E-10	2.0E-9	-	5.6E-6	4.4E-10
670	5.2E-6	5.0E-10	8.5E-10	1.8E-9	-	5.2E-6	4.1E-10
680	4.8E-6	4.6E-10	7.8E-10	1.7E-9	-	4.8E-6	3.7E-10
690	4.4E-6	4.2E-10	7.2E-10	1.6E-9	-	4.4E-6	3.5E-10
700	4.1E-6	3.9E-10	6.7E-10	1.4E-9	-	4.1E-6	3.2E-10
710	3.8E-6	3.6E-10	6.1E-10	1.3E-9	-	3.8E-6	2.9E-10
720	3.5E-6	3.3E-10	5.7E-10	1.2E-9	-	3.5E-6	2.7E-10
730	3.2E-6	3.1E-10	5.2E-10	1.1E-9	-	3.2E-6	2.5E-10
740	3.0E-6	2.8E-10	4.8E-10	1.0E-9	-	3.0E-6	2.3E-10
750	2.8E-6	2.6E-10	4.4E-10	9.6E-10	-	2.7E-6	2.1E-10
760	2.5E-6	2.4E-10	4.1E-10	8.9E-10	-	2.5E-6	2.0E-10
770	2.3E-6	2.2E-10	3.8E-10	8.2E-10	-	2.3E-6	1.8E-10
780	2.2E-6	2.0E-10	3.5E-10	7.5E-10	-	2.2E-6	1.7E-10
790	2.0E-6	1.9E-10	3.2E-10	6.9E-10	-	2.0E-6	1.5E-10
800	1.8E-6	1.7E-10	3.0E-10	6.4E-10	-	1.8E-6	1.4E-10
810	1.7E-6	1.6E-10	2.7E-10	5.9E-10	-	1.7E-6	1.3E-10
820	1.6E-6	1.5E-10	2.5E-10	5.4E-10	-	1.6E-6	1.2E-10
830	1.5E-6	1.4E-10	2.3E-10	5.0E-10	-	1.5E-6	1.1E-10
840	1.3E-6	1.3E-10	2.1E-10	4.6E-10	-	1.3E-6	-
850	1.2E-6	1.2E-10	2.0E-10	1.3E-10	-	1.2E-6	-
860	1.1E-6	1.1E-10	1.8E-10	1.2E-10	-	1.1E-6	-
870	1.1E-6	-	1.7E-10	1.1E-10	-	1.1E-6	-
880	9.8E-7	-	1.5E-10	-	-	9.8E-7	-
890	9.0E-7	-	1.4E-10	-	-	9.0E-7	-
900	8.4E-7	-	1.3E-10	-	-	8.3E-7	-
910	7.7E-7	-	1.2E-10	-	-	7.7E-7	-
920	7.1E-7	-	1.1E-10	-	-	7.1E-7	-
930	6.6E-7	-	1.0E-10	-	-	6.6E-7	-
940	6.1E-7	-	-	-	-	6.1E-7	-
950	5.6E-7	-	-	-	-	5.6E-7	-
960	5.2E-7	-	-	-	-	5.2E-7	-
970	4.8E-7	-	-	-	-	4.8E-7	-
980	4.4E-7	-	-	-	-	4.4E-7	-
990	4.1E-7	-	-	-	-	4.1E-7	-
1000	3.8E-7	-	-	-	-	3.8E-7	-
1010	3.5E-7	-	-	-	-	3.5E-7	-
1020	3.2E-7	-	-	-	-	3.2E-7	-
1030	3.0E-7	-	-	-	-	3.0E-7	-
1040	2.7E-7	-	-	-	-	2.7E-7	-
1050	2.5E-7	-	-	-	-	2.5E-7	-
1060	2.3E-7	-	-	-	-	2.3E-7	-
1070	2.2E-7	-	-	-	-	2.2E-7	-
1080	2.0E-7	-	-	-	-	2.0E-7	-
1090	1.8E-7	-	-	-	-	1.8E-7	-
1095	1.8E-7	-	-	-	-	1.8E-7	-
1100	1.7E-7	-	-	-	-	1.7E-7	-
1200	7.7E-8	-	-	-	-	7.7E-8	-
1300	3.5E-8	-	-	-	-	3.5E-8	-
1400	1.6E-8	-	-	-	-	1.6E-8	-
1500	7.2E-9	-	-	-	-	7.2E-9	-
1600	3.2E-9	-	-	-	-	3.2E-9	-
1700	1.5E-9	-	-	-	-	1.5E-9	-
1800	6.7E-10	-	-	-	-	6.7E-10	-
1900	3.0E-10	-	-	-	-	2.1E-10	-
2000	1.4E-10	-	-	-	-	-	-
