Radionuclide	Sr-87m
Route of Intake	Ingestion
Material	Strontium titanate, fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*
0.041667	7.8E-1	-	-	7.8E-1	6.1E-5
0.083333	6.1E-1	-	-	6.1E-1	1.8E-4
0.125	4.8E-1	-	-	4.8E-1	2.8E-4
0.25	2.3E-1	-	-	2.3E-1	3.4E-4
0.375	1.1E-1	-	-	1.1E-1	2.3E-4
0.5	5.0E-2	-	-	5.0E-2	1.3E-4
0.625	2.3E-2	-	-	2.3E-2	6.8E-5
0.75	1.1E-2	-	-	1.1E-2	3.4E-5
0.875	4.8E-3	-	-	4.7E-3	1.7E-5
1	2.1E-3	4.9E-6	5.8E-4	2.1E-3	8.3E-6
1.125	9.4E-4	-	-	9.3E-4	4.0E-6
1.25	4.1E-4	-	-	4.0E-4	1.9E-6
1.375	1.8E-4	-	-	1.7E-4	9.3E-7
1.5	7.5E-5	-	-	7.4E-5	4.4E-7
1.625	3.2E-5	-	-	3.1E-5	2.1E-7
1.75	1.3E-5	-	-	1.3E-5	1.0E-7
1.875	5.6E-6	-	-	5.5E-6	4.7E-8
2	2.3E-6	5.6E-9	3.4E-6	2.3E-6	2.2E-8
2.25	4.0E-7	-	-	3.9E-7	5.0E-9
2.5	6.7E-8	-	-	6.4E-8	1.1E-9
2.75	1.1E-8	-	-	1.1E-8	1.0E-10
3	1.8E-9	-	4.5E-9	1.6E-9	-
3.25	3.0E-10	-	-	2.0E-10	-
