Radionuclide	Tc-93
Route of Intake	Inhalation
Material	Aerosols Type F, Pertechnetate, Tc-DTPA, fA=0.9
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
0.041667	6.3E-1	-	-	1.1E-1	9.5E-3	4.6E-3	6.3E-3	1.7E-2
0.083333	4.8E-1	-	-	7.8E-2	6.8E-3	3.6E-3	6.2E-3	1.8E-2
0.125	3.7E-1	-	-	6.2E-2	5.2E-3	2.9E-3	5.8E-3	1.7E-2
0.25	1.6E-1	-	-	3.4E-2	2.2E-3	1.3E-3	3.8E-3	9.3E-3
0.375	7.2E-2	-	-	1.9E-2	9.1E-4	5.9E-4	2.2E-3	4.2E-3
0.5	3.2E-2	-	-	9.8E-3	3.8E-4	2.6E-4	1.2E-3	1.8E-3
0.625	1.4E-2	-	-	5.0E-3	1.6E-4	1.1E-4	6.1E-4	7.5E-4
0.75	6.5E-3	-	-	2.5E-3	6.6E-5	5.0E-5	3.1E-4	3.1E-4
0.875	2.9E-3	-	-	1.2E-3	2.8E-5	2.2E-5	1.5E-4	1.3E-4
1	1.3E-3	2.8E-4	4.0E-5	5.9E-4	1.2E-5	9.5E-6	7.1E-5	5.2E-5
1.125	6.0E-4	-	-	2.8E-4	4.9E-6	4.1E-6	3.4E-5	2.2E-5
1.25	2.7E-4	-	-	1.3E-4	2.1E-6	1.8E-6	1.6E-5	9.0E-6
1.375	1.2E-4	-	-	6.1E-5	8.9E-7	7.7E-7	7.4E-6	3.8E-6
1.5	5.6E-5	-	-	2.8E-5	3.8E-7	3.4E-7	3.4E-6	1.6E-6
1.625	2.5E-5	-	-	1.3E-5	1.7E-7	1.5E-7	1.6E-6	6.8E-7
1.75	1.1E-5	-	-	5.9E-6	7.2E-8	6.3E-8	7.3E-7	2.9E-7
1.875	5.2E-6	-	-	2.7E-6	3.2E-8	2.8E-8	3.4E-7	1.3E-7
2	2.3E-6	2.5E-7	4.8E-7	1.2E-6	1.4E-8	1.2E-8	1.5E-7	5.6E-8
2.25	4.7E-7	-	-	2.5E-7	2.8E-9	2.3E-9	3.2E-8	1.1E-8
2.5	9.5E-8	-	-	4.9E-8	5.5E-10	4.4E-10	6.6E-9	2.2E-9
2.75	1.9E-8	-	-	9.5E-9	1.1E-10	-	1.4E-9	4.5E-10
3	3.9E-9	2.6E-10	1.4E-9	1.8E-9	-	-	2.8E-10	-
3.25	7.8E-10	-	-	1.3E-10	-	-	-	-
3.5	1.6E-10	-	-	-	-	-	-	-
